Date,Open,High,Low,Close,Volume,Adj Close
2015-01-21,21.35,23.50,21.25,22.85,500000,22.85
2015-01-20,21.75,22.05,21.00,21.50,520000,21.50
2015-01-19,21.45,21.90,21.40,21.60,369400,21.60
2015-01-16,22.45,22.55,21.25,21.40,504900,21.40
2015-01-15,22.55,22.65,21.65,22.25,667600,22.25
2015-01-14,22.60,22.75,21.75,22.00,405300,22.00
2015-01-13,23.55,23.60,22.05,22.25,607600,22.25
2015-01-12,21.60,23.90,21.50,23.20,446300,23.20
2015-01-09,21.55,22.00,21.25,21.90,420700,21.90
2015-01-08,21.45,21.75,21.05,21.45,386600,21.45
2015-01-07,21.40,21.65,21.00,21.10,429100,21.10
2015-01-06,21.65,21.90,20.70,20.80,440400,20.80
2015-01-05,22.00,22.15,21.55,21.80,451500,21.80
2015-01-02,21.40,22.05,21.30,21.70,529200,21.70
2015-01-01,21.75,22.35,21.55,21.65,438600,21.65
2014-12-31,22.25,22.40,21.40,21.80,548200,21.80
2014-12-30,21.55,22.20,21.45,21.85,424800,21.85
2014-12-29,22.10,22.60,21.50,21.60,452700,21.60
2014-12-26,22.45,23.05,21.60,21.80,523600,21.80
2014-12-25,22.60,22.60,22.60,22.60,000,22.60
2014-12-24,23.50,23.55,22.35,22.60,423100,22.60
2014-12-23,23.10,23.80,22.80,23.10,377000,23.10
2014-12-22,23.15,25.05,22.90,23.25,444200,23.25
2014-12-19,23.80,24.40,23.70,23.90,438500,23.90
2014-12-18,23.65,23.90,22.50,23.35,450900,23.35
2014-12-17,22.90,23.50,21.50,21.70,515200,21.70
2014-12-16,24.75,25.00,22.65,22.85,653200,22.85
2014-12-15,25.35,25.60,24.15,24.45,412300,24.45
2014-12-12,25.45,26.55,24.50,24.75,422300,24.75
2014-12-11,25.80,25.95,24.50,24.80,495900,24.80
2014-12-10,25.30,26.40,24.80,25.80,422700,25.80
2014-12-09,26.80,27.25,24.60,25.45,454800,25.45
2014-12-08,28.60,28.80,26.50,26.90,421800,26.90
