Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-January-2015,7336.75,7400.00,7200.00,7303.40,7287.180769230769230769,2860,1887,20841337.00,1442,50.42,200.00,-33.35
27-January-2015,7275.55,7425.00,7275.00,7343.80,7389.481366988778813621,82166,1476,607164126.00,80520,98.00,150.00,68.25
23-January-2015,7325.00,7325.00,7150.00,7234.85,7232.804102259215219976,3364,1365,24331153.00,2065,61.39,175.00,-90.15
22-January-2015,7100.00,7163.00,7055.00,7087.05,7110.915948275862068965,2784,1137,19796790.00,1677,60.24,108.00,-12.95
21-January-2015,7085.45,7117.80,7032.30,7057.45,7060.458931419457735247,2508,883,17707631.00,1529,60.96,85.50,-28.00
20-January-2015,7099.00,7111.80,6993.00,7061.95,7065.386018237082066869,1974,905,13947072.00,972,49.24,118.80,-37.05
19-January-2015,7000.00,7090.00,7000.00,7053.20,7055.698788391096083403,3549,1610,25040675.00,1477,41.62,90.00,53.20
16-January-2015,6750.00,7000.00,6750.00,6959.85,6965.688045977011494252,8700,2694,60601486.00,4614,53.03,250.00,209.85
15-January-2015,6844.00,6916.70,6740.70,6801.15,6822.613789835327567823,16882,1491,115179366.00,15148,89.73,176.00,-42.85
14-January-2015,6700.00,6919.45,6687.65,6762.15,6827.617214729504470374,6599,2740,45055446.00,2090,31.67,231.80,62.15
13-January-2015,6450.00,6720.00,6450.00,6706.35,6694.635562730627306273,43360,2909,290279398.00,39046,90.05,270.00,256.35
12-January-2015,6400.00,6509.40,6400.00,6453.55,6463.887499111648070499,14071,1534,90953361.00,12390,88.05,109.40,53.55
9-January-2015,6311.60,6471.10,6270.20,6399.50,6365.495749848208864602,3294,1284,20967943.00,1817,55.16,200.90,87.90
8-January-2015,6300.00,6350.00,6290.00,6311.60,6326.736689254598257502,3099,546,19606557.00,1591,51.34,60.00,11.60
7-January-2015,6283.10,6300.00,6235.00,6275.90,6283.333145645645645645,10656,356,66955198.00,10258,96.27,65.00,-7.20
6-January-2015,6250.00,6365.00,6215.45,6230.75,6280.419718067732508165,11634,1025,73066403.00,10950,94.12,149.55,-19.25
5-January-2015,6347.00,6350.00,6280.00,6327.95,6320.259197324414715719,598,386,3779515.00,284,47.49,70.00,-19.05
2-January-2015,6349.00,6364.65,6305.00,6332.10,6329.004958677685950413,605,354,3829048.00,278,45.95,59.65,-16.90
1-January-2015,6355.00,6386.75,6300.00,6303.85,6341.024154589371980676,1242,557,7875552.00,506,40.74,86.75,-51.15
31-December-2014,6223.45,6425.00,6200.00,6379.80,6311.127659574468085106,2397,872,15127773.00,1254,52.32,225.00,156.35
30-December-2014,6173.65,6265.00,6132.00,6234.90,6196.721062618595825426,527,281,3265672.00,238,45.16,133.00,61.25
29-December-2014,6169.40,6190.05,6142.00,6154.15,6167.797492767598842815,1037,381,6396006.00,642,61.91,48.05,-15.25
26-December-2014,6147.00,6187.40,6118.00,6130.70,6145.906612529002320185,1724,635,10595543.00,915,53.07,69.40,-16.30
24-December-2014,6210.00,6214.80,6080.05,6148.40,6158.841075794621026894,1636,839,10075864.00,730,44.62,134.75,-61.60
23-December-2014,6220.00,6249.00,6177.35,6219.10,6214.271266540642722117,1058,495,6574699.00,618,58.41,71.65,-0.90
22-December-2014,6285.00,6286.90,6195.00,6244.70,6253.802721088435374149,1176,548,7354472.00,422,35.88,91.90,-40.30
19-December-2014,6209.65,6275.00,6122.90,6171.10,6207.566704675028506271,1754,821,10888072.00,664,37.86,152.10,-38.55
18-December-2014,6120.00,6170.00,6064.25,6147.80,6134.204697986577181208,596,356,3655986.00,222,37.25,105.75,27.80
17-December-2014,6035.50,6125.00,5987.05,6042.30,6047.830973451327433628,1130,649,6834049.00,407,36.02,137.95,6.80
16-December-2014,6100.00,6182.00,6005.00,6035.05,6066.294996265870052277,1339,899,8122769.00,632,47.20,177.00,-64.95
15-December-2014,6279.65,6279.65,6100.00,6132.90,6174.761958997722095671,878,551,5421441.00,492,56.04,179.65,-146.75
12-December-2014,6299.00,6318.90,6249.95,6286.40,6287.723331039229181004,1453,562,9136062.00,1007,69.30,68.95,-12.60
11-December-2014,6317.00,6350.00,6220.00,6253.15,6304.270724029380902413,953,496,6007970.00,482,50.58,130.00,-63.85
10-December-2014,6300.00,6333.00,6248.40,6302.15,6304.822393822393822393,518,301,3265898.00,266,51.35,84.60,2.15
9-December-2014,6308.20,6360.00,6220.00,6300.55,6293.100543478260869565,736,400,4631722.00,338,45.92,140.00,-7.65
8-December-2014,6305.50,6345.00,6299.65,6317.55,6325.432778489116517285,781,371,4940163.00,453,58.00,45.35,12.05
5-December-2014,6349.80,6370.00,6264.10,6305.65,6341.530621731551423590,25815,399,163706613.00,25100,97.23,105.90,-44.15
4-December-2014,6349.00,6358.95,6301.00,6328.65,6340.820633415512990707,26365,904,167175736.00,24883,94.38,57.95,-20.35
3-December-2014,6246.50,6325.50,6244.75,6314.95,6314.467970968759861154,28521,863,180094941.00,27100,95.02,80.75,68.45
2-December-2014,6175.00,6203.95,6115.05,6189.75,6175.686383240911891558,1623,716,10023139.00,763,47.01,88.90,14.75
1-December-2014,6300.00,6300.00,5555.15,6155.10,6270.009564770830658621,31156,498,195348418.00,30505,97.91,744.85,-144.90
28-November-2014,6270.00,6290.00,6180.00,6226.10,6230.768115942028985507,1035,588,6448845.00,482,46.57,110.00,-43.90
27-November-2014,6309.95,6309.95,6205.00,6228.65,6255.094008264462809917,968,467,6054931.00,528,54.55,104.95,-81.30
26-November-2014,6384.00,6400.00,6260.00,6280.30,6321.190285428142213319,1997,693,12623417.00,1204,60.29,140.00,-103.70
25-November-2014,6270.05,6389.00,6250.00,6329.55,6312.156516044531761624,3054,791,19277326.00,2048,67.06,139.00,59.50
24-November-2014,6300.00,6310.50,6222.00,6297.05,6275.206235011990407673,1668,704,10467044.00,810,48.56,88.50,-2.95
21-November-2014,6111.55,6330.00,6105.00,6317.25,6283.211869436201780415,3370,1411,21174424.00,1822,54.07,225.00,205.70
20-November-2014,6060.65,6160.90,6047.00,6146.45,6109.928571428571428571,1806,708,11034531.00,847,46.90,113.90,85.80
19-November-2014,6160.00,6230.00,6000.00,6053.05,6122.430702299564947172,3218,1235,19701982.00,1653,51.37,230.00,-106.95
18-November-2014,6295.00,6335.40,6126.05,6152.05,6219.403698534542916957,2866,1153,17824811.00,1407,49.09,209.35,-142.95
17-November-2014,6344.70,6344.70,6225.00,6264.40,6263.012012012012012012,1665,642,10427915.00,1019,61.20,119.70,-80.30
14-November-2014,6325.00,6363.00,6301.75,6317.10,6333.617272727272727272,1100,370,6966979.00,605,55.00,61.25,-7.90
13-November-2014,6402.80,6402.80,6300.05,6355.00,6345.201294033069734004,1391,629,8826175.00,725,52.12,102.75,-47.80
12-November-2014,6450.00,6490.00,6320.00,6340.70,6401.984364604125083166,3006,1005,19244365.00,1349,44.88,170.00,-109.30
11-November-2014,6378.25,6501.65,6355.00,6448.15,6449.336206896551724137,3132,961,20199321.00,1720,54.92,146.65,69.90
10-November-2014,6405.00,6452.20,6312.55,6370.45,6375.459147424511545293,1126,683,7178767.00,443,39.34,139.65,-34.55
7-November-2014,6301.00,6434.00,6301.00,6411.95,6383.608843537414965986,1764,736,11260686.00,832,47.17,133.00,110.95
5-November-2014,6289.00,6378.95,6282.00,6333.45,6334.126833885470894462,2113,801,13384010.00,1155,54.66,96.95,44.45
3-November-2014,6250.00,6390.00,6154.65,6337.45,6277.367527173913043478,4416,1524,27720855.00,2704,61.23,235.35,87.45
31-October-2014,6100.05,6276.35,6100.05,6237.45,6203.564038171772978402,3982,1460,24702592.00,2163,54.32,176.30,137.40
30-October-2014,6080.00,6169.00,6080.00,6127.95,6123.111950873878129428,2117,886,12962628.00,821,38.78,89.00,47.95
29-October-2014,5941.00,6136.85,5901.00,6105.80,6054.635451505016722408,4186,1497,25344704.00,2014,48.11,235.85,164.80
28-October-2014,6129.00,6153.40,5939.00,5969.80,6050.078577117069285903,3767,1421,22790646.00,1640,43.54,214.40,-159.20
27-October-2014,6005.00,6139.00,6005.00,6104.20,6071.784585528139728306,3607,1217,21900927.00,1857,51.48,134.00,99.20
23-October-2014,6024.80,6024.90,5980.00,6004.30,5997.081481481481481481,675,252,4048030.00,519,76.89,44.90,-20.50
22-October-2014,6025.00,6033.40,5928.95,5965.00,5993.452830188679245283,1166,466,6988366.00,589,50.51,104.45,-60.00
21-October-2014,5800.00,5980.00,5791.35,5961.90,5905.276276276276276276,1665,876,9832285.00,835,50.15,188.65,161.90
20-October-2014,5713.95,5789.00,5710.95,5768.15,5753.007352941176470588,1360,528,7824090.00,685,50.37,78.05,54.20
17-October-2014,5770.00,6011.00,5650.00,5705.10,5763.015344147303814116,2281,949,13145438.00,1383,60.63,361.00,-64.90
16-October-2014,5959.00,5981.00,5732.55,5763.90,5850.044741697416974169,2168,899,12682897.00,1439,66.37,248.45,-195.10
