Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-January-2015,325.00,346.30,325.00,340.25,339.139926362791946909,893570,23251,303045264.00,324424,36.31,21.30,15.25
27-January-2015,319.10,328.00,314.00,326.05,321.557132370932224125,159393,8014,51253956.00,35669,22.38,14.00,6.95
23-January-2015,320.00,325.45,315.30,318.20,319.497066951853538187,188882,7982,60347245.00,53238,28.19,10.15,-1.80
22-January-2015,327.00,327.00,313.50,318.30,317.973956888533524794,183849,7037,58459194.00,39310,21.38,13.50,-8.70
21-January-2015,322.90,328.20,322.15,324.35,324.390959194004918072,942239,6705,305653813.00,19397,2.06,6.05,1.45
20-January-2015,328.10,332.40,321.50,321.85,325.783992292696878692,132861,5538,43283987.00,42258,31.81,10.90,-6.25
19-January-2015,327.00,334.70,327.00,328.80,331.031941699232011104,132554,4874,43879608.00,23880,18.02,7.70,1.80
16-January-2015,327.85,331.50,322.20,325.40,327.001164822364589400,168266,5054,55023178.00,46232,27.48,9.30,-2.45
15-January-2015,313.05,334.20,313.05,326.65,328.119367509131288658,762762,21020,250276985.00,353092,46.29,21.15,13.60
14-January-2015,310.20,316.80,310.05,311.65,313.002811426440318150,139431,5118,43642295.00,32886,23.59,6.75,1.45
13-January-2015,318.90,319.95,310.00,310.80,313.901754232913858658,275106,8065,86356256.00,58932,21.42,9.95,-8.10
12-January-2015,323.00,323.00,313.45,314.85,315.989971150490176587,226347,11222,71523382.00,68974,30.47,9.55,-8.15
9-January-2015,322.00,322.00,314.50,315.20,317.030267879591323626,175004,7064,55481565.00,64440,36.82,7.50,-6.80
8-January-2015,319.10,325.60,310.75,320.40,318.050449617841699440,296474,10664,94293689.00,32267,10.88,14.85,1.30
7-January-2015,320.00,323.25,311.00,318.15,317.976011731140120180,188217,7131,59848491.00,35428,18.82,12.25,-1.85
6-January-2015,332.00,332.00,318.75,320.00,324.259056565244026955,171395,5721,55576381.00,48367,28.22,13.25,-12.00
5-January-2015,335.90,336.90,332.50,334.05,334.358679720935686228,136456,5484,45625248.00,39469,28.92,4.40,-1.85
2-January-2015,336.10,343.95,333.50,334.90,338.877926747876305884,220253,6743,74638880.00,95188,43.22,10.45,-1.20
1-January-2015,334.80,337.30,332.05,336.00,335.470603037066211544,91404,4319,30663355.00,15927,17.42,5.25,1.20
31-December-2014,330.90,337.50,330.90,335.05,334.750605496858436589,113956,4464,38146840.00,15504,13.61,6.60,4.15
30-December-2014,335.00,337.20,329.20,332.15,332.299058223793132657,129861,5345,43152688.00,16029,12.34,8.00,-2.85
29-December-2014,335.15,341.00,332.55,333.40,337.231847155382408609,117819,5681,39732319.00,23257,19.74,8.45,-1.75
26-December-2014,325.00,336.40,323.40,335.20,332.903423451022440070,182798,8357,60854080.00,27262,14.91,13.00,10.20
24-December-2014,328.80,328.80,319.60,324.40,323.575297143254326822,143870,4800,46552778.00,12554,8.73,9.20,-4.40
23-December-2014,332.00,336.75,325.50,327.15,329.554767802532270835,137663,6199,45367498.00,15730,11.43,11.25,-4.85
22-December-2014,328.00,335.25,325.00,333.30,331.925627274322375899,131083,4794,43509807.00,21902,16.71,10.25,5.30
19-December-2014,332.55,335.85,326.00,329.00,330.994130404786249792,282643,8214,93553174.00,45100,15.96,9.85,-3.55
18-December-2014,316.40,333.00,316.40,329.65,327.689481734481734481,673400,20790,220666097.00,203017,30.15,16.60,13.25
17-December-2014,293.00,319.00,293.00,311.35,308.401407271225919030,513476,20645,158356721.00,64815,12.62,26.00,18.35
16-December-2014,309.50,312.70,294.00,296.00,301.307652761700702158,301499,9344,90843956.00,67280,22.32,18.70,-13.50
15-December-2014,312.00,317.40,309.70,312.90,313.124520293377024664,181882,6888,56951714.00,34169,18.79,7.70,0.90
12-December-2014,319.00,323.70,312.75,315.35,318.689774003134831085,179914,5244,57336752.00,32184,17.89,10.95,-3.65
11-December-2014,321.40,324.50,312.80,316.75,318.238601693262065467,256310,7661,81567736.00,27732,10.82,11.70,-4.65
10-December-2014,311.90,326.00,310.00,324.55,317.992507143221002227,431878,15510,137333968.00,70479,16.32,16.00,12.65
9-December-2014,317.00,325.80,306.10,309.45,314.991614727510486897,471064,12175,148381210.00,79296,16.83,19.70,-7.55
8-December-2014,333.10,333.25,318.00,320.35,324.008483909124281111,269687,7126,87380876.00,48441,17.96,15.25,-12.75
5-December-2014,339.50,342.50,330.25,333.50,336.057666929211894863,383426,6931,128853247.00,141335,36.86,12.25,-6.00
4-December-2014,341.05,347.85,333.30,337.10,337.733649110126649097,492542,9003,166348007.00,177479,36.03,14.55,-3.95
3-December-2014,342.00,352.40,341.00,344.35,348.743997171357855374,653317,10342,227840382.00,411644,63.01,11.40,2.35
2-December-2014,341.70,345.60,334.70,340.30,340.528593258426966292,333750,9608,113651418.00,37241,11.16,10.90,-1.40
1-December-2014,337.00,344.80,336.30,342.55,341.400858117029408665,446093,10051,152296533.00,112889,25.31,8.50,5.55
28-November-2014,327.00,342.50,327.00,337.00,338.712172306123749442,392325,8717,132885253.00,155840,39.72,15.50,10.00
27-November-2014,331.00,334.80,328.10,330.15,330.718009279964221824,214656,4594,70990605.00,52327,24.38,6.70,-0.85
26-November-2014,331.90,335.50,328.10,330.25,332.113123986462666572,453856,11000,150731534.00,158019,34.82,7.40,-1.65
25-November-2014,343.00,343.10,322.80,331.05,331.011500521362785604,458414,12143,151740306.00,75637,16.50,20.30,-11.95
24-November-2014,344.00,351.50,340.10,341.30,345.034088851877330822,497142,12130,171530937.00,141462,28.46,11.40,-2.70
21-November-2014,335.00,345.20,331.70,339.75,339.698109100802611889,551325,13929,187284060.00,124811,22.64,13.50,4.75
20-November-2014,337.90,343.50,325.40,333.35,333.300491259266462568,575867,14440,191936754.00,169475,29.43,18.10,-4.55
