Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2014,2811.00,2998.00,2811.00,2933.30,2933.745517292018503561,68095,13476,199773401.00,11587,17.02,187.00,122.30
30-December-2014,2748.50,2865.00,2737.75,2807.70,2811.250190711759402667,43259,7372,121611872.00,9463,21.88,127.25,59.20
29-December-2014,2725.00,2788.60,2725.00,2729.00,2747.691882845188284518,11950,2231,32834918.00,4185,35.02,63.60,4.00
26-December-2014,2747.45,2755.00,2709.10,2721.30,2727.360328746883368732,10829,1790,29534585.00,4005,36.98,45.90,-26.15
24-December-2014,2732.00,2760.00,2694.00,2726.60,2729.602383334849449649,10993,2381,30006519.00,2035,18.51,66.00,-5.40
23-December-2014,2725.00,2777.35,2711.80,2732.95,2747.431526352549293504,18613,2019,51137943.00,12034,64.65,65.55,7.95
22-December-2014,2840.00,2840.00,2740.00,2766.80,2785.034275310694213567,12633,2334,35183338.00,2225,17.61,100.00,-73.20
19-December-2014,2831.20,2872.00,2775.10,2789.10,2824.082087836284203265,21745,3772,61409665.00,4672,21.49,96.90,-42.10
18-December-2014,2700.00,2799.55,2700.00,2785.30,2770.032212122481464415,23873,4519,66128979.00,4871,20.40,99.55,85.30
17-December-2014,2675.00,2710.00,2608.40,2642.65,2670.828954185478499000,40533,4779,108256710.00,20736,51.16,101.60,-32.35
16-December-2014,2698.70,2716.50,2595.00,2644.40,2650.214475482010019735,26348,5025,69827851.00,5432,20.62,121.50,-54.30
15-December-2014,2810.00,2826.10,2695.00,2710.70,2754.723445331353257842,26935,5493,74198476.00,8304,30.83,131.10,-99.30
12-December-2014,2945.00,2984.85,2775.00,2804.70,2875.378246872926547563,40693,8314,117007767.00,8870,21.80,209.85,-140.30
11-December-2014,2857.00,2917.00,2763.10,2888.60,2844.865167422254036427,50292,10069,143073959.00,10099,20.08,153.90,31.60
10-December-2014,2866.60,2930.90,2786.00,2809.60,2864.902305727128674449,30923,6697,88591374.00,5246,16.96,144.90,-57.00
9-December-2014,2839.00,2973.00,2805.00,2841.25,2890.383242348034104152,48909,10770,141365754.00,5390,11.02,168.00,2.25
8-December-2014,2875.00,2958.00,2782.30,2812.00,2873.076323930176032996,54308,12714,156031029.00,6443,11.86,175.70,-63.00
5-December-2014,2919.00,3140.00,2840.00,2897.20,3017.830609378816250101,98264,21069,296544107.00,13012,13.24,300.00,-21.80
4-December-2014,2660.00,2975.00,2630.20,2929.70,2861.069994719145437408,149597,28944,428007488.00,15646,10.46,344.80,269.70
3-December-2014,2552.10,2690.00,2552.10,2630.30,2643.296919606946262677,63401,9518,167587668.00,14092,22.23,137.90,78.20
2-December-2014,2324.75,2545.05,2305.15,2512.90,2447.684098177761249535,134450,16616,329091127.00,56221,41.82,239.90,188.15
1-December-2014,2320.00,2335.00,2289.50,2303.30,2308.174289580514208389,3695,914,8528704.00,977,26.44,45.50,-16.70
28-November-2014,2312.00,2332.00,2304.05,2310.95,2315.978963571062083119,7796,1462,18055372.00,2510,32.20,27.95,-1.05
27-November-2014,2297.00,2335.00,2289.30,2296.60,2308.677691943875137947,31715,1774,73219713.00,22538,71.06,45.70,-0.40
26-November-2014,2280.00,2312.00,2265.15,2302.40,2299.687073174223660286,69847,1600,160626243.00,62783,89.89,46.85,22.40
25-November-2014,2327.00,2328.00,2250.00,2272.85,2284.648627338542039997,55804,2984,127492532.00,46813,83.89,78.00,-54.15
24-November-2014,2182.00,2333.95,2182.00,2307.40,2266.590753489547148361,79165,5409,179434657.00,56420,71.27,151.95,125.40
21-November-2014,2190.00,2237.00,2181.00,2186.00,2200.627772020725388601,9650,1539,21236058.00,5606,58.09,56.00,-4.00
20-November-2014,2236.30,2264.00,2188.05,2198.70,2214.707789112403470302,10489,1787,23230070.00,5555,52.96,75.95,-37.60
19-November-2014,2270.00,2292.00,2220.05,2243.50,2248.489563745769086122,10636,2078,23914935.00,4323,40.64,71.95,-26.50
18-November-2014,2290.00,2330.00,2248.05,2258.85,2288.923307894407606655,7993,1698,18295364.00,2226,27.85,81.95,-31.15
17-November-2014,2255.00,2297.00,2243.00,2275.00,2273.248498845265588914,8660,1761,19686332.00,3359,38.79,54.00,20.00
14-November-2014,2280.00,2309.00,2225.65,2249.15,2263.519079909586491158,7521,2029,17023927.00,2028,26.96,83.35,-30.85
13-November-2014,2325.00,2333.70,2250.00,2269.65,2293.641661554640259398,11411,2358,26172745.00,2667,23.37,83.70,-55.35
12-November-2014,2300.00,2374.85,2280.00,2314.95,2332.574541760930790895,21659,4560,50521232.00,5755,26.57,94.85,14.95
11-November-2014,2280.00,2350.00,2280.00,2294.05,2304.809473604940131033,13279,2747,30605565.00,3348,25.21,70.00,14.05
10-November-2014,2260.00,2364.75,2257.85,2274.90,2308.627756579065226348,55821,9697,128869910.00,8897,15.94,106.90,14.90
7-November-2014,2080.00,2266.00,2077.00,2231.55,2206.131249650545149566,89425,13879,197283287.00,19078,21.33,189.00,151.55
5-November-2014,2100.00,2123.75,2050.00,2066.20,2087.980507231188430098,4771,1338,9961755.00,1370,28.72,73.75,-33.80
3-November-2014,2089.00,2108.10,2075.00,2090.05,2091.401427786930258099,5463,983,11425326.00,2552,46.71,33.10,1.05
31-October-2014,2050.00,2090.00,2042.50,2077.35,2066.500610094287298946,9015,1535,18629503.00,4686,51.98,47.50,27.35
30-October-2014,2037.40,2065.85,2032.00,2040.70,2045.961463820349320765,3607,1182,7379783.00,1512,41.92,33.85,3.30
29-October-2014,2068.00,2069.25,2020.00,2042.95,2048.244257588187038556,4876,1084,9987239.00,1343,27.54,49.25,-25.05
