Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2014,938.30,950.00,930.85,942.30,943.864558604754217706,31593,2628,29819513.00,6349,20.10,19.15,4.00
30-December-2014,947.00,950.00,935.00,938.60,942.089754905288885871,58916,4156,55504160.00,11094,18.83,15.00,-8.40
29-December-2014,916.20,943.95,913.75,940.75,931.070704040498734414,53335,4136,49658656.00,19939,37.38,30.20,24.55
26-December-2014,915.00,925.95,904.00,910.20,913.816728304090315046,35963,3617,32863591.00,7588,21.10,21.95,-4.80
24-December-2014,910.00,927.60,896.00,917.00,917.725886224359100671,50749,3571,46573671.00,8203,16.16,31.60,7.00
23-December-2014,912.00,923.70,906.50,909.40,915.191437373844682885,28239,2783,25844091.00,5233,18.53,17.20,-2.60
22-December-2014,906.00,919.65,905.75,916.10,912.993137254901960784,33660,2963,30731349.00,7301,21.69,13.90,10.10
19-December-2014,918.40,920.15,902.05,905.75,911.185674137811394073,57644,4271,52524387.00,14247,24.72,18.10,-12.65
18-December-2014,886.00,911.00,865.10,906.15,890.535568109145171605,93820,7162,83550047.00,18167,19.36,45.90,20.15
17-December-2014,895.00,895.00,841.00,861.70,866.192406588269140863,111228,7034,96344849.00,17208,15.47,54.00,-33.30
16-December-2014,904.80,917.85,890.10,894.90,902.899862870049205452,61985,4906,55966248.00,10612,17.12,27.75,-9.90
15-December-2014,919.85,929.35,907.60,913.95,917.102912558380902957,61664,3309,56552234.00,23845,38.67,21.75,-5.90
12-December-2014,929.95,939.00,914.25,921.25,928.772793398482768823,121669,6611,113002857.00,14430,11.86,24.75,-8.70
11-December-2014,965.20,965.20,917.15,921.20,930.523782503355039765,111027,7858,103313264.00,30118,27.13,48.05,-44.00
10-December-2014,952.50,970.75,937.40,965.35,954.957568224193457257,53097,4229,50705382.00,11650,21.94,33.35,12.85
9-December-2014,975.85,975.85,925.00,946.75,946.164402544028993403,84433,6117,79887499.00,22207,26.30,50.85,-29.10
8-December-2014,988.00,991.80,964.50,972.40,976.233657730444362835,43568,2973,42532548.00,8934,20.51,27.30,-15.60
5-December-2014,989.05,1015.80,978.00,984.05,999.274701461044515665,87677,4499,87613408.00,7983,9.11,37.80,-5.00
4-December-2014,1000.00,1008.65,977.00,992.95,993.613733166301284058,63860,4849,63452173.00,9599,15.03,31.65,-7.05
3-December-2014,993.00,1009.80,986.00,1001.95,1000.847632958980867316,83522,6860,83592796.00,16009,19.17,23.80,8.95
2-December-2014,952.00,994.80,930.80,986.75,968.710640115316854412,74924,4883,72579676.00,15449,20.62,64.00,34.75
1-December-2014,964.00,970.00,946.00,949.70,952.637658422542143472,65016,3633,61936690.00,22244,34.21,24.00,-14.30
28-November-2014,959.80,978.00,956.70,962.15,966.292701159480222034,62873,4594,60753721.00,19848,31.57,21.30,2.35
27-November-2014,930.20,962.45,930.00,955.70,944.354478880992401678,508665,6724,480360071.00,423930,83.34,32.45,25.50
26-November-2014,942.50,945.00,934.15,939.60,939.491015428586550930,37787,2620,35500547.00,8509,22.52,10.85,-2.90
25-November-2014,949.60,949.60,922.00,940.65,932.932278007481787753,507900,7357,473836304.00,423657,83.41,27.60,-8.95
24-November-2014,921.00,944.30,918.00,940.75,932.574695105217515395,91097,5705,84954757.00,26802,29.42,26.30,19.75
21-November-2014,926.00,932.00,908.05,912.95,920.520333195364238410,57984,3780,53375451.00,12220,21.07,23.95,-13.05
20-November-2014,923.80,926.50,899.50,922.40,918.555256726877771887,77339,5273,71040145.00,12818,16.57,27.00,-1.40
19-November-2014,949.80,956.60,904.35,917.80,935.884433512992615667,178486,11260,167042269.00,46190,25.88,52.25,-32.00
18-November-2014,908.25,948.00,905.40,941.95,932.216222532801712653,213937,12062,199435542.00,30358,14.19,42.60,33.70
17-November-2014,910.00,915.00,898.00,900.80,903.079787421664648269,85051,4664,76807839.00,8706,10.24,17.00,-9.20
14-November-2014,918.00,918.75,906.00,909.35,911.286757647058823529,53125,3564,48412109.00,11936,22.47,12.75,-8.65
13-November-2014,915.00,923.00,901.00,911.35,913.730315700175725625,82515,5618,75396457.00,12288,14.89,22.00,-3.65
12-November-2014,913.90,919.15,902.60,908.30,908.876903114915702646,118687,7081,107871873.00,17233,14.52,16.55,-5.60
11-November-2014,893.20,914.20,888.40,907.95,904.456575627947789843,273510,17948,247377918.00,36868,13.48,25.80,14.75
10-November-2014,840.55,891.00,828.20,885.45,864.295595148880052030,444351,24557,384050612.00,40682,9.16,62.80,44.90
7-November-2014,848.00,854.00,826.00,836.85,838.284809249048111688,93761,6129,78598422.00,15124,16.13,28.00,-11.15
5-November-2014,815.05,850.00,815.05,843.60,835.426233362828025320,161611,10872,135014069.00,51498,31.87,34.95,28.55
3-November-2014,815.00,821.95,805.20,811.80,812.405290263945166054,52814,3940,42906373.00,11970,22.66,16.75,-3.20
31-October-2014,808.00,821.95,808.00,812.20,814.777548150673257201,93872,6538,76484798.00,27441,29.23,13.95,4.20
30-October-2014,766.00,805.90,763.25,801.75,791.132581100141043723,148181,10855,117230817.00,42386,28.60,42.65,35.75
29-October-2014,767.90,769.85,760.20,765.95,764.918279380717804363,45472,2763,34782364.00,10282,22.61,9.65,-1.95
28-October-2014,767.20,770.00,747.00,760.25,756.450741815167840861,60325,6287,45632891.00,12489,20.70,23.00,-6.95
27-October-2014,777.60,784.00,763.00,767.10,774.421089851883864377,50906,3986,39422680.00,13756,27.02,21.00,-10.50
23-October-2014,765.45,771.45,762.00,768.05,766.380232650154308775,25274,1208,19369494.00,9721,38.46,9.45,2.60
22-October-2014,758.50,765.95,754.30,759.05,758.553759919870560135,51916,5263,39381077.00,20602,39.68,11.65,0.55
21-October-2014,770.25,775.45,747.65,755.55,761.456556690894112332,75259,3932,57306459.00,30947,41.12,27.80,-14.70
20-October-2014,768.00,778.10,761.50,764.20,767.802867538768084553,69258,4958,53176491.00,23729,34.26,16.60,-3.80
17-October-2014,744.10,759.00,739.00,752.15,750.727787981403891407,69692,5667,52319721.00,17930,25.73,20.00,8.05
16-October-2014,774.55,783.90,735.45,742.40,764.558496769073801156,105852,6895,80930046.00,34416,32.51,48.45,-32.15
14-October-2014,778.00,787.80,760.00,775.05,777.164763777985001528,127613,7003,99176327.00,17656,13.84,27.80,-2.95
13-October-2014,758.90,779.00,713.30,770.00,752.524607128879790468,265736,16714,199972879.00,34794,13.09,65.70,11.10
10-October-2014,805.80,805.80,759.45,762.20,773.959520281277899988,108647,7279,84088380.00,27151,24.99,46.35,-43.60
9-October-2014,812.00,816.70,803.00,805.95,808.330818199903373404,70374,3943,56885473.00,15791,22.44,13.70,-6.05
8-October-2014,815.00,827.50,798.25,803.75,812.532683528685996298,121575,8130,98783661.00,24974,20.54,29.25,-11.25
7-October-2014,811.00,821.80,799.25,802.40,812.131204925241864555,56850,2790,46169659.00,20217,35.56,22.55,-8.60
1-October-2014,822.50,833.75,810.00,811.40,818.526985838882115727,42652,3454,34911813.00,7883,18.48,23.75,-11.10
30-September-2014,836.90,847.00,818.00,822.20,836.998343147001096071,78462,4645,65672564.00,18919,24.11,29.00,-14.70
29-September-2014,820.00,842.15,820.00,836.50,834.900709019252889819,106062,6179,88551239.00,29591,27.90,22.15,16.50
26-September-2014,796.00,815.60,784.25,810.10,804.946567401994450701,109203,5784,87902580.00,30407,27.84,31.35,14.10
25-September-2014,792.00,815.75,782.50,795.60,799.606369313600896432,146358,7156,117028789.00,20668,14.12,33.25,3.60
24-September-2014,834.85,837.05,784.15,793.65,800.299233676254461473,133364,7219,106731107.00,30115,22.58,52.90,-41.20
23-September-2014,843.00,857.10,830.00,834.85,844.838605278992990616,61489,3121,51948281.00,11865,19.30,27.10,-8.15
22-September-2014,844.90,860.40,832.95,843.00,848.686744437151991192,47233,2695,40086021.00,7568,16.02,27.45,-1.90
19-September-2014,868.00,872.75,845.10,849.95,859.139765919552193925,86466,5147,74286379.00,18565,21.47,27.65,-18.05
18-September-2014,852.50,878.00,845.35,866.35,864.501079155813088086,94055,4706,81310649.00,17214,18.30,32.65,13.85
17-September-2014,847.50,863.70,814.00,852.50,839.497833468998462461,121623,7542,102102245.00,16592,13.64,49.70,5.00
16-September-2014,890.65,894.05,830.00,837.35,857.734640074589276719,93311,5662,80036077.00,20389,21.85,64.05,-53.30
15-September-2014,893.50,906.90,881.70,891.60,893.996780028479429385,77951,5329,69687943.00,21786,27.95,25.20,-1.90
12-September-2014,929.90,929.90,890.00,893.35,903.386193640048472692,119655,7069,108094675.00,34866,29.14,39.90,-36.55
11-September-2014,880.00,934.40,872.60,921.65,906.561032975954535686,167516,11455,151863478.00,32310,19.29,61.80,41.65
10-September-2014,868.30,880.35,865.10,871.50,873.258551754775655264,36016,3509,31451280.00,8009,22.24,15.25,3.20
9-September-2014,861.70,878.00,859.75,872.90,872.094315195297834051,77241,3916,67361437.00,29893,38.70,18.25,11.20
8-September-2014,860.05,870.25,850.00,861.70,861.491118248557944415,61024,2488,52571634.00,18756,30.74,20.25,1.65
5-September-2014,861.45,875.50,851.00,858.40,860.742817245592599057,57290,3512,49311956.00,9847,17.19,24.50,-3.05
4-September-2014,838.50,864.00,838.50,859.85,853.240676827573427221,86344,5887,73672213.00,18115,20.98,25.50,21.35
3-September-2014,815.60,845.00,815.60,840.65,835.187613150568225038,65731,3418,54897717.00,9207,14.01,29.40,25.05
2-September-2014,800.00,818.30,800.00,814.75,810.237771044036047381,50822,2591,41177904.00,12026,23.66,18.30,14.75
1-September-2014,793.00,802.60,788.35,798.95,797.136773379827132099,53914,2173,42976832.00,11909,22.09,14.25,5.95
28-August-2014,800.05,803.00,785.85,792.05,792.292945653541325952,63592,1800,50383493.00,34135,53.68,17.15,-8.00
27-August-2014,793.90,801.00,788.35,796.85,795.720372721968630950,58274,3655,46369809.00,16471,28.26,12.65,2.95
26-August-2014,790.00,801.85,773.35,787.65,788.871355983292425612,46446,2981,36639919.00,10694,23.02,28.50,-2.35
25-August-2014,776.00,799.65,775.85,792.05,793.295474617585756173,84921,5884,67367445.00,22865,26.93,23.80,16.05
22-August-2014,759.10,777.60,758.00,775.95,771.629894973189358464,67697,4484,52237029.00,19430,28.70,19.60,16.85
21-August-2014,763.00,769.60,752.40,757.85,761.375539186409184418,45207,2421,34419504.00,6061,13.41,17.20,-5.15
20-August-2014,764.00,773.25,756.90,758.45,760.962294059560313912,76964,2746,58566702.00,42477,55.19,16.35,-5.55
19-August-2014,775.80,784.00,761.40,764.35,768.980562336135973239,88488,3940,68045552.00,39829,45.01,22.60,-11.45
18-August-2014,766.25,777.10,762.00,768.55,769.053440780405047184,37724,3060,29011772.00,6097,16.16,15.10,2.30
14-August-2014,774.00,776.80,761.55,766.80,769.487395964313514160,66804,4117,51404836.00,11828,17.71,15.25,-7.20
13-August-2014,751.50,771.10,743.95,766.35,757.639196433505885820,108566,6112,82253857.00,49007,45.14,27.15,14.85
12-August-2014,748.00,752.50,730.50,750.35,743.727971430789534973,51524,3064,38319840.00,14251,27.66,22.00,2.35
11-August-2014,742.05,751.00,740.00,745.05,744.565985553458710223,30734,1897,22883491.00,9472,30.82,11.00,3.00
8-August-2014,755.00,755.00,732.00,737.10,741.026982135805050293,86094,4505,63797977.00,29348,34.09,23.00,-17.90
7-August-2014,762.00,765.80,755.50,758.15,759.975617272061939062,51922,3318,39459454.00,8873,17.09,10.30,-3.85
6-August-2014,754.95,765.45,752.00,758.25,759.255989699955217196,53592,4107,40690047.00,10871,20.28,13.45,3.30
5-August-2014,750.00,761.40,746.30,756.20,754.992560601472079213,75947,4581,57339420.00,12582,16.57,15.10,6.20
4-August-2014,731.70,751.30,726.00,748.45,742.203962200235956499,171218,8133,127078678.00,47547,27.77,25.30,16.75
1-August-2014,719.00,736.80,710.00,724.00,728.192996241562449706,105629,10135,76918298.00,34197,32.37,26.80,5.00
31-July-2014,722.00,738.00,720.15,722.90,727.757242819104234671,113043,9027,82267862.00,44765,39.60,17.85,0.90
30-July-2014,712.90,727.00,704.60,720.50,719.781488501032502616,176755,11859,127224977.00,20732,11.73,22.40,7.60
28-July-2014,694.00,714.40,685.00,710.40,703.465396601399423766,51021,3618,35891508.00,11459,22.46,29.40,16.40
25-July-2014,700.00,711.00,683.00,693.00,696.872065165309056061,68871,3972,47994276.00,17004,24.69,28.00,-7.00
24-July-2014,688.35,705.00,679.75,700.90,696.213848322115034140,82306,5659,57302577.00,10900,13.24,25.25,12.55
23-July-2014,708.00,715.75,684.50,694.55,698.838210862619808306,62600,3968,43747272.00,18252,29.16,31.25,-13.45
22-July-2014,719.50,725.60,705.85,707.70,713.120708955223880597,69680,3781,49690251.00,23513,33.74,19.75,-11.80
21-July-2014,700.00,721.90,700.00,717.95,716.980065639500105087,61853,4001,44347368.00,8222,13.29,21.90,17.95
18-July-2014,716.65,732.00,698.90,707.35,715.951348681969893059,117448,7376,84087054.00,24035,20.46,33.10,-9.30
17-July-2014,704.00,721.00,693.05,715.45,709.572186414963700603,98211,5748,69687794.00,11726,11.94,27.95,11.45
16-July-2014,687.70,703.00,685.00,698.90,695.043438281594821244,108752,8543,75587364.00,18227,16.76,18.00,11.20
15-July-2014,650.95,685.50,650.95,679.20,668.797701806177189474,94509,5993,63207402.00,19946,21.10,34.55,28.25
14-July-2014,632.00,651.90,632.00,642.90,644.472213574097135740,64240,4786,41400895.00,14914,23.22,19.90,10.90
11-July-2014,639.00,648.10,626.15,629.45,636.752279686776121764,88499,6575,56351940.00,11226,12.68,21.95,-9.55
10-July-2014,616.00,654.00,609.45,634.10,633.356506901154550083,145338,11128,92050768.00,17977,12.37,44.55,18.10
9-July-2014,638.50,638.50,611.15,616.15,624.068338288217806290,102256,7029,63814732.00,23887,23.36,27.35,-22.35
8-July-2014,666.75,673.20,632.00,640.80,658.496182734213210521,64706,4413,42608654.00,12584,19.45,41.20,-25.95
7-July-2014,678.95,678.95,661.00,667.75,667.763466272772033481,60930,3756,40686828.00,21178,34.76,17.95,-11.20
4-July-2014,678.00,681.00,665.30,674.60,673.106172940646376930,73239,3821,49297623.00,29148,39.80,15.70,-3.40
3-July-2014,665.00,682.20,662.20,672.60,669.588963874553394204,25190,1787,16866946.00,6326,25.11,20.00,7.60
2-July-2014,667.00,667.00,653.00,663.65,661.325284405995500205,94671,5982,62608326.00,29976,31.66,14.00,-3.35
1-July-2014,635.00,672.65,630.00,652.65,654.223840582458003109,263710,14004,172525369.00,60507,22.94,42.65,17.65
30-June-2014,611.00,632.00,610.00,625.70,619.527831810368225821,88424,5531,54781129.00,23809,26.93,22.00,14.70
27-June-2014,590.60,611.55,587.00,608.40,602.834289968360320119,134325,7207,80975716.00,35844,26.68,24.55,17.80
26-June-2014,590.00,595.30,582.00,589.45,589.860360269699104357,49685,3107,29307212.00,14494,29.17,13.30,-0.55
25-June-2014,595.00,598.65,587.00,588.90,591.671166110717433761,57859,3217,34233502.00,11172,19.31,11.65,-6.10
24-June-2014,596.00,597.50,582.20,584.40,587.228555732363415927,52788,3590,30998621.00,14336,27.16,15.30,-11.60
23-June-2014,580.80,593.00,578.75,591.00,588.141727646166757461,67919,3706,39945998.00,11695,17.22,14.25,10.20
20-June-2014,576.85,588.00,565.60,579.35,580.194169325450229083,66133,4531,38369981.00,10525,15.91,22.40,2.50
19-June-2014,595.00,598.00,573.00,575.75,581.908754200183280724,78568,4890,45719407.00,21641,27.54,25.00,-19.25
18-June-2014,589.30,601.00,581.00,591.35,591.432963319552207811,105942,6267,62657591.00,15171,14.32,20.00,2.05
17-June-2014,584.00,594.50,571.40,579.95,584.839656359641931993,121988,6934,71343420.00,19634,16.10,23.10,-4.05
16-June-2014,555.00,581.20,538.75,579.30,565.230675893449616077,52745,4096,29813092.00,9630,18.26,42.45,24.30
13-June-2014,571.55,575.00,551.60,557.10,562.670244981013570890,62413,3340,35117938.00,15309,24.53,23.40,-14.45
12-June-2014,567.15,583.00,561.50,565.10,571.039011016399980060,100305,4987,57278068.00,14763,14.72,21.50,-2.05
11-June-2014,560.00,573.00,553.00,563.15,565.683467669064228141,55334,3031,31301529.00,10455,18.89,20.00,3.15
10-June-2014,570.00,570.00,556.05,562.80,560.399444421749254463,48958,3005,27436036.00,9695,19.80,13.95,-7.20
9-June-2014,569.00,579.00,561.55,569.25,571.101524021363186390,81823,5300,46729240.00,20235,24.73,17.45,0.25
6-June-2014,572.00,578.35,557.35,564.20,562.380217032765014234,285579,4294,160603980.00,229668,80.42,21.00,-7.80
5-June-2014,548.95,586.15,547.45,572.80,572.119516210238104666,176771,9548,101134139.00,28997,16.40,38.70,23.85
4-June-2014,521.00,565.50,519.00,547.95,547.527462623263704803,169758,8679,92947167.00,34148,20.12,46.50,26.95
3-June-2014,525.00,525.00,515.55,519.40,519.890461080170962310,123536,1192,64225188.00,108412,87.76,9.45,-5.60
2-June-2014,504.95,524.00,504.70,522.40,516.614772858248398728,60733,3264,31375565.00,11134,18.33,19.30,17.45
30-May-2014,514.10,517.00,499.90,501.85,508.902744008336227856,40306,2295,20511834.00,5739,14.24,17.10,-12.25
29-May-2014,502.00,521.00,502.00,509.50,513.069890721710545799,101301,5755,51974493.00,17288,17.07,19.00,7.50
