Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2014,2638.50,2696.10,2631.00,2671.25,2659.744471229430877266,9541,1947,25376622.00,2983,31.27,65.10,32.75
30-December-2014,2650.00,2655.00,2610.25,2628.85,2635.345243742765517372,52699,1243,138880059.00,49856,94.61,44.75,-21.15
29-December-2014,2605.00,2655.00,2600.00,2643.15,2639.082037239868565169,9130,2299,24094819.00,3622,39.67,55.00,38.15
26-December-2014,2660.00,2660.00,2588.10,2594.85,2609.972652434770475791,7167,2274,18705674.00,1687,23.54,71.90,-65.15
24-December-2014,2619.70,2660.00,2576.50,2625.70,2631.751369174024812786,35788,7645,94185118.00,9221,25.77,83.50,6.00
23-December-2014,2506.30,2545.10,2506.30,2539.60,2531.678903013855163548,7001,1465,17724284.00,2236,31.94,38.80,33.30
22-December-2014,2500.00,2532.30,2497.10,2517.85,2509.886914378029079159,3714,1002,9321720.00,1468,39.53,35.20,17.85
19-December-2014,2455.00,2510.00,2452.65,2493.05,2488.044675848169297950,5954,1739,14813818.00,1855,31.16,57.35,38.05
18-December-2014,2452.25,2463.00,2418.30,2446.55,2438.735072241401355325,7821,2240,19073347.00,3041,38.88,44.70,-5.70
17-December-2014,2501.20,2514.65,2431.80,2439.80,2457.974623023170283192,8157,1961,20049699.00,3355,41.13,82.85,-61.40
16-December-2014,2535.00,2539.25,2482.15,2489.85,2494.640174039158810732,6895,1678,17200544.00,2251,32.65,57.10,-45.15
15-December-2014,2517.00,2571.95,2490.80,2540.05,2538.195528197700733230,11047,2874,28039446.00,4969,44.98,81.15,23.05
12-December-2014,2497.30,2538.00,2487.75,2515.65,2509.836003839621944916,13543,2407,33990709.00,7754,57.25,50.25,18.35
11-December-2014,2495.00,2541.30,2434.90,2483.45,2511.464208782104391052,12070,2507,30313373.00,4249,35.20,106.40,-11.55
10-December-2014,2481.75,2527.80,2463.00,2511.50,2507.528079710144927536,6624,1591,16609866.00,3273,49.41,64.80,29.75
9-December-2014,2510.00,2510.00,2467.15,2480.70,2478.988601182099634112,7106,1555,17615693.00,3975,55.94,42.85,-29.30
8-December-2014,2495.00,2525.00,2480.00,2504.95,2507.554636617388607464,9673,2722,24255576.00,2939,30.38,45.00,9.95
5-December-2014,2450.00,2512.25,2450.00,2487.55,2494.657294044407553434,9638,1911,24043507.00,4637,48.11,62.25,37.55
4-December-2014,2473.00,2482.65,2457.00,2466.50,2464.230618466898954703,4592,938,11315747.00,1695,36.91,25.65,-6.50
3-December-2014,2465.00,2487.00,2465.00,2469.60,2471.085386432669591630,8889,1960,21965478.00,5334,60.01,22.00,4.60
2-December-2014,2478.00,2484.80,2452.35,2470.60,2467.546960320349472151,5494,1617,13556703.00,1530,27.85,32.45,-7.40
1-December-2014,2490.00,2500.00,2472.00,2478.35,2480.231729709878810135,2723,551,6753671.00,1442,52.96,28.00,-11.65
28-November-2014,2465.00,2510.00,2465.00,2490.05,2494.679591511089835647,6267,1333,15634157.00,3285,52.42,45.00,25.05
27-November-2014,2451.80,2502.70,2451.80,2477.00,2477.816631937867020268,5279,1127,13080394.00,2880,54.56,50.90,25.20
