Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2014,749.00,757.45,749.00,751.75,753.130939283251918027,68169,3183,51340183.00,15552,22.81,8.45,2.75
30-December-2014,760.25,764.90,746.10,750.05,754.177112602466154239,86126,4474,64954258.00,19601,22.76,18.80,-10.20
29-December-2014,728.00,758.70,727.25,757.30,747.072592631738880558,151379,6767,113091102.00,31566,20.85,31.45,29.30
26-December-2014,731.50,737.90,721.80,726.75,727.301683447658015430,74787,3758,54392711.00,16679,22.30,16.10,-4.75
24-December-2014,741.00,742.00,726.50,729.70,732.691443157923733093,108907,4644,79795227.00,30237,27.76,15.50,-11.30
23-December-2014,748.75,751.65,735.40,738.50,740.559802802535395973,82354,4243,60988062.00,17179,20.86,16.25,-10.25
22-December-2014,733.10,747.00,733.10,744.95,742.779891125258676367,75867,3910,56352482.00,20326,26.79,13.90,11.85
19-December-2014,756.60,765.00,730.10,734.35,747.916160112016180114,179974,7970,134605463.00,50727,28.19,34.90,-22.25
18-December-2014,741.00,748.90,735.20,745.35,743.905890590206836390,87122,4299,64810569.00,20780,23.85,13.70,4.35
17-December-2014,755.10,760.00,719.50,731.35,736.782334384858044164,143601,7901,105802680.00,44608,31.06,40.50,-23.75
16-December-2014,766.95,766.95,752.85,759.25,759.120580388402868260,112821,5632,85644743.00,30128,26.70,14.10,-7.70
15-December-2014,767.30,775.25,761.20,767.55,769.069359038886578987,91394,4906,70288325.00,20760,22.71,14.05,0.25
12-December-2014,776.80,785.20,770.50,775.05,776.725656870864694158,109877,4952,85344285.00,22763,20.72,14.70,-1.75
11-December-2014,778.90,790.40,763.80,767.60,772.980040650162780519,166789,6957,128924568.00,65080,39.02,26.60,-11.30
10-December-2014,782.00,782.00,765.50,775.90,771.667540953850342605,110185,5344,85026188.00,22741,20.64,16.50,-6.10
9-December-2014,798.00,801.05,773.20,782.05,786.447227903777580683,110494,7272,86897700.00,23253,21.04,27.85,-15.95
8-December-2014,786.05,809.25,786.05,793.75,797.198425710059913263,199455,8525,159005212.00,41264,20.69,23.20,7.70
5-December-2014,793.00,797.30,782.15,785.30,789.068563855006249730,92804,4182,73228719.00,20419,22.00,15.15,-7.70
4-December-2014,792.00,798.60,778.50,790.25,791.263407576081026589,126477,5762,100076622.00,23850,18.86,20.10,-1.75
3-December-2014,776.10,795.25,774.35,789.10,788.601512358992457812,153006,6642,120660763.00,29048,18.98,20.90,13.00
2-December-2014,799.90,799.90,767.50,769.95,777.209748691809658957,191677,11305,148973233.00,59175,30.87,32.40,-29.95
1-December-2014,754.00,801.00,753.60,796.75,782.492502496955539259,301367,14170,235817418.00,59120,19.62,47.40,42.75
28-November-2014,715.00,748.25,715.00,743.70,737.720361536530253577,318640,17100,235067216.00,101064,31.72,33.25,28.70
27-November-2014,705.00,717.55,703.55,706.40,712.153172748999704610,186195,6948,132599360.00,73903,39.69,14.00,1.40
26-November-2014,696.00,709.40,691.75,703.75,704.274784568555277228,163277,7163,114991874.00,47782,29.26,17.65,7.75
25-November-2014,694.70,694.70,682.80,691.85,689.027933955783957055,78614,3837,54167242.00,18562,23.61,11.90,-2.85
24-November-2014,693.00,693.90,681.05,689.75,688.945819726415309780,87578,4096,60336497.00,17346,19.81,12.85,-3.25
21-November-2014,691.65,696.00,685.25,690.65,689.794271525090951088,86585,3783,59725837.00,21212,24.50,10.75,-1.00
20-November-2014,685.00,691.10,680.10,689.50,687.060090947234727781,88183,4615,60587020.00,28280,32.07,11.00,4.50
19-November-2014,700.75,700.75,675.15,683.45,687.839194380668773158,131973,6648,90776202.00,40647,30.80,25.60,-17.30
18-November-2014,692.25,703.80,683.20,700.75,694.126254743542661280,196056,8739,136087617.00,52311,26.68,20.60,8.50
17-November-2014,677.00,694.90,675.00,691.75,688.466643512875400321,299447,14149,206159271.00,118272,39.50,19.90,14.75
14-November-2014,646.15,674.00,641.90,671.75,661.473113804957481454,276350,12280,182798095.00,84032,30.41,32.10,25.60
13-November-2014,647.35,651.20,640.00,644.30,645.605907787796501121,105691,3630,68234734.00,38003,35.96,11.20,-3.05
12-November-2014,657.70,657.70,642.45,644.30,648.289899257688229056,98072,5492,63579087.00,41205,42.02,15.25,-13.40
11-November-2014,650.00,655.90,645.00,649.50,650.503549105490853063,148629,4343,96683692.00,82226,55.32,10.90,-0.50
10-November-2014,650.75,654.00,643.50,647.70,648.062145713230453005,124546,4746,80713548.00,66041,53.03,10.50,-3.05
7-November-2014,659.00,659.25,637.20,646.10,645.373313557146524430,105177,6199,67878429.00,42091,40.02,22.05,-12.90
5-November-2014,656.30,665.00,655.20,656.80,659.907467034651947255,117396,6095,77470497.00,46723,39.80,9.80,0.50
3-November-2014,660.00,662.00,651.20,653.65,656.921435254721394627,162452,8878,106718201.00,83269,51.26,10.80,-6.35
31-October-2014,648.95,658.40,648.95,656.15,654.953976804954003651,111748,4962,73189797.00,46911,41.98,9.45,7.20
30-October-2014,646.00,648.00,641.30,644.35,644.186973322780390148,107395,3998,69182460.00,45360,42.24,6.70,-1.65
29-October-2014,652.00,652.70,642.15,646.10,647.716244129288360124,86659,4394,56130442.00,40388,46.61,10.55,-5.90
