Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2014,1109.00,1119.90,1093.00,1110.25,1109.536531851093395743,13673,1998,15170693.00,3570,26.11,26.90,1.25
30-December-2014,1095.00,1112.00,1090.00,1104.55,1105.291414752116082224,4135,845,4570380.00,1033,24.98,22.00,9.55
29-December-2014,1090.00,1108.15,1090.00,1101.30,1100.596558932304228975,6219,854,6844610.00,2036,32.74,18.15,11.30
26-December-2014,1096.75,1105.40,1078.40,1090.55,1093.883059301681138001,5413,923,5921189.00,957,17.68,27.00,-6.20
24-December-2014,1095.00,1109.65,1086.80,1096.10,1099.792962727849823161,11027,2141,12127417.00,3759,34.09,22.85,1.10
23-December-2014,1121.95,1126.25,1090.40,1102.00,1109.956221442992243119,9411,1827,10445798.00,2248,23.89,35.85,-19.95
22-December-2014,1099.00,1123.00,1073.00,1115.30,1107.435768520418633285,9746,1869,10793069.00,3742,38.40,50.00,16.30
19-December-2014,1125.00,1130.00,1080.70,1091.65,1106.072110524542289116,8903,1691,9847360.00,2746,30.84,49.30,-33.35
18-December-2014,1075.00,1124.50,1075.00,1121.00,1105.729994837377387712,15496,2254,17134392.00,3792,24.47,49.50,46.00
17-December-2014,1085.00,1085.00,1017.55,1060.10,1048.837385475746638638,25213,3622,26444337.00,9032,35.82,67.45,-24.90
16-December-2014,1124.00,1142.90,1076.50,1083.55,1090.010699865410497981,29720,3360,32395118.00,14307,48.14,66.40,-40.45
15-December-2014,1117.50,1145.00,1117.00,1123.20,1127.259012503422469654,10957,1849,12351377.00,5256,47.97,28.00,5.70
12-December-2014,1151.00,1162.65,1113.00,1124.85,1143.738239757207890743,13180,1659,15074470.00,3133,23.77,49.65,-26.15
11-December-2014,1190.00,1194.65,1132.70,1146.35,1152.455599980255688829,20259,2640,23347598.00,7353,36.29,61.95,-43.65
10-December-2014,1144.10,1193.85,1135.45,1187.85,1167.431490189719474622,18501,3383,21598650.00,5857,31.66,58.40,43.75
9-December-2014,1179.30,1189.30,1121.40,1142.95,1144.917082042300956486,14846,2003,16997439.00,4604,31.01,67.90,-36.35
8-December-2014,1172.00,1206.00,1154.00,1177.80,1176.220938973552928312,14633,1834,17211641.00,5272,36.03,52.00,5.80
5-December-2014,1211.05,1222.40,1175.05,1179.60,1188.008011616844424415,19971,1972,23725708.00,4682,23.44,47.35,-31.45
4-December-2014,1170.00,1218.30,1169.85,1204.05,1194.031733496069210611,27857,2746,33262142.00,8242,29.59,48.45,34.05
3-December-2014,1106.00,1166.00,1106.00,1160.10,1150.585106953305098375,18653,2555,21461864.00,4268,22.88,60.00,54.10
2-December-2014,1116.80,1133.00,1086.60,1112.80,1110.273057768924302788,20080,2753,22294283.00,8612,42.89,46.40,-4.00
1-December-2014,1082.00,1149.00,1065.00,1121.85,1093.074150375085246646,70384,3367,76934931.00,54584,77.55,84.00,39.85
28-November-2014,1045.00,1097.00,1045.00,1079.45,1076.772333207689408217,26530,3449,28566770.00,8973,33.82,52.00,34.45
27-November-2014,1040.00,1046.40,1016.85,1038.35,1032.622331691297208538,6090,797,6288670.00,1025,16.83,29.55,-1.65
26-November-2014,1024.25,1064.00,1007.90,1037.85,1027.592863849765258215,10650,1389,10943864.00,2676,25.13,56.10,13.60
25-November-2014,1052.85,1058.00,1003.00,1020.65,1025.727123928293063133,12830,1918,13160079.00,2593,20.21,55.00,-32.20
24-November-2014,1055.40,1061.35,1040.00,1053.50,1050.967802438261956861,6398,981,6724092.00,2203,34.43,21.35,-1.90
21-November-2014,1056.85,1069.00,1046.50,1055.65,1055.845563549160671462,10425,1209,11007190.00,4725,45.32,22.50,-1.20
20-November-2014,1080.00,1080.05,1041.65,1051.45,1057.356340956340956340,7215,1148,7628826.00,2276,31.55,38.40,-28.55
19-November-2014,1050.00,1084.55,1050.00,1072.10,1063.502800028354717516,28214,2513,30005668.00,5046,17.88,34.55,22.10
18-November-2014,1056.30,1064.00,1028.45,1042.65,1048.297433783365969287,9703,1092,10171630.00,3001,30.93,35.55,-13.65
17-November-2014,1048.00,1069.00,1040.00,1052.55,1052.139989074023490849,14644,1768,15407538.00,3593,24.54,29.00,4.55
14-November-2014,1050.00,1065.55,1034.70,1048.40,1048.222828581629010047,39214,3549,41105010.00,8563,21.84,30.85,-1.60
13-November-2014,1045.00,1061.20,1030.00,1047.80,1047.326777319389810994,31269,3387,32748861.00,6095,19.49,31.20,2.80
12-November-2014,1015.05,1052.00,1012.80,1038.60,1040.105931834030683403,45888,5125,47728381.00,17044,37.14,39.20,23.55
11-November-2014,969.00,1047.65,969.00,1015.50,1022.624866162401132870,115812,11159,118432231.00,37420,32.31,78.65,46.50
10-November-2014,972.50,982.50,962.00,967.75,974.474268344408313304,14146,1905,13784913.00,3406,24.08,20.50,-4.75
7-November-2014,952.60,976.35,952.60,971.75,968.705733105635520858,20495,2758,19853624.00,9249,45.13,23.75,19.15
5-November-2014,935.00,964.90,935.00,947.30,951.205906214505922440,12326,1325,11724564.00,4493,36.45,29.90,12.30
3-November-2014,952.50,958.00,933.30,936.25,949.489630753667172483,41517,1551,39419961.00,32776,78.95,24.70,-16.25
31-October-2014,910.10,954.00,905.20,950.40,948.148848732543367496,221191,4480,209721992.00,196007,88.61,48.80,40.30
30-October-2014,892.95,912.00,885.60,906.80,899.398668694549168353,1132873,3197,1018904468.00,1107685,97.78,26.40,13.85
29-October-2014,897.00,902.00,883.00,892.30,888.233064818146437461,136181,1118,120960467.00,129531,95.12,19.00,-4.70
28-October-2014,898.50,903.15,873.65,890.60,892.596485952401409055,23278,2011,20777861.00,14840,63.75,29.50,-7.90
27-October-2014,934.00,934.00,893.00,898.25,904.926628862400185163,8641,1373,7819471.00,3700,42.82,41.00,-35.75
23-October-2014,918.00,935.00,918.00,926.25,924.980957562568008705,1838,386,1700115.00,856,46.57,17.00,8.25
22-October-2014,905.00,922.50,903.00,915.70,915.944767134861125778,9469,1196,8673081.00,3549,37.48,19.50,10.70
21-October-2014,920.00,920.00,891.35,900.30,900.004844961240310077,14448,1867,13003270.00,4788,33.14,28.65,-19.70
20-October-2014,910.00,941.95,909.50,923.20,927.285387147559753828,13974,2160,12957886.00,5283,37.81,32.45,13.20
17-October-2014,881.85,906.00,875.00,899.75,893.991772065823473412,14706,1333,13147043.00,7196,48.93,31.00,17.90
