Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2014,138.25,140.05,137.45,138.05,138.901498658904752168,166282,3136,23096819.00,57924,34.83,2.60,-0.20
30-December-2014,138.00,138.50,137.20,137.70,137.804360493881455257,90953,1749,12533720.00,30141,33.14,1.30,-0.30
29-December-2014,137.50,139.35,136.60,136.90,137.898293069886242165,88873,1527,12255435.00,29909,33.65,2.75,-0.60
26-December-2014,138.25,139.70,136.50,137.05,137.871477332653380543,172561,2396,23791240.00,33089,19.18,3.20,-1.20
24-December-2014,138.50,138.70,134.45,136.15,136.475031195713341978,122613,2042,16733613.00,35733,29.14,4.25,-2.35
23-December-2014,136.90,139.75,136.65,139.30,138.734195786623868232,246738,3152,34230998.00,101426,41.11,3.10,2.40
22-December-2014,136.90,136.90,134.80,136.50,136.182683189225803880,125485,1473,17088884.00,34060,27.14,2.10,-0.40
19-December-2014,132.00,136.00,130.85,135.65,133.942830345831612690,142873,6851,19136814.00,54247,37.97,5.15,3.65
18-December-2014,131.60,133.30,129.75,131.65,131.492549098048711159,189977,2611,24980560.00,39518,20.80,3.55,0.05
17-December-2014,132.00,134.20,129.80,131.25,131.630379522868685677,169555,2389,22318589.00,34915,20.59,4.40,-0.75
16-December-2014,133.90,134.75,132.30,133.10,133.287221184485221404,127414,2574,16982658.00,32110,25.20,2.45,-0.80
15-December-2014,133.50,135.15,133.10,134.40,134.472394679546297264,105179,1648,14143672.00,25735,24.47,2.05,0.90
12-December-2014,137.00,137.00,133.80,134.80,134.656276748802564242,109818,1333,14787683.00,23241,21.16,3.20,-2.20
11-December-2014,137.40,138.00,134.75,135.60,136.101974280021735192,110420,1547,15028380.00,19683,17.83,3.25,-1.80
10-December-2014,134.65,137.65,134.65,137.15,136.534108297254018148,168610,2190,23021016.00,52699,31.25,3.00,2.50
9-December-2014,136.00,136.75,134.60,134.90,135.607039125234922262,111207,1436,15080452.00,33869,30.46,2.15,-1.10
8-December-2014,136.05,138.35,135.80,136.15,137.012585254361893392,137383,3432,18823200.00,49467,36.01,2.55,0.10
5-December-2014,136.65,138.15,135.80,136.35,136.916567738259176599,126354,1695,17299956.00,28736,22.74,2.35,-0.30
4-December-2014,137.45,137.80,135.80,136.55,136.750321881833602419,97862,1478,13382660.00,25326,25.88,2.00,-0.90
3-December-2014,138.00,138.85,136.75,137.15,137.846194780232872142,125906,1703,17355663.00,31728,25.20,2.10,-0.85
2-December-2014,138.35,139.10,136.60,137.90,138.347476898505532950,131485,2375,18190618.00,34675,26.37,2.50,-0.45
1-December-2014,141.05,142.85,138.00,138.35,139.924748903480314551,77062,1240,10782881.00,22092,28.67,4.85,-2.70
28-November-2014,139.10,143.35,139.10,142.15,141.747459530650260925,221711,3027,31426971.00,51973,23.44,4.25,3.05
27-November-2014,139.50,142.20,139.50,140.55,141.067725398592189631,127574,1560,17996574.00,38751,30.38,2.70,1.05
26-November-2014,138.30,140.50,138.05,139.05,139.401327964787675686,159944,1889,22296406.00,40336,25.22,2.45,0.75
25-November-2014,142.00,142.00,136.05,139.20,137.981960809307192041,376569,5295,51959729.00,64945,17.25,5.95,-2.80
24-November-2014,145.00,145.55,141.30,142.15,142.523433232770282342,195897,2330,27919913.00,37390,19.09,4.25,-2.85
21-November-2014,145.90,147.10,145.00,146.40,146.835248690298148488,457356,1796,67155982.00,348716,76.25,2.10,0.50
20-November-2014,145.60,146.50,144.10,146.00,145.285143297015632401,135104,1644,19628604.00,38536,28.52,2.40,0.40
19-November-2014,149.00,150.00,145.25,146.35,146.896533273042429723,132690,2096,19491701.00,31940,24.07,4.75,-2.65
18-November-2014,147.00,149.75,146.10,148.30,148.337532050063572119,236739,3970,35117279.00,97730,41.28,3.65,1.30
17-November-2014,144.80,147.00,143.70,146.75,145.196658541590546215,199793,2323,29009276.00,84893,42.49,3.30,1.95
14-November-2014,144.50,145.80,142.95,143.70,143.980400501620051183,176229,2305,25373522.00,49023,27.82,2.85,-0.80
13-November-2014,143.00,145.10,143.00,144.50,144.017776187803388701,162127,2374,23349170.00,48820,30.11,2.10,1.50
