Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2014,1240.00,1244.00,1224.45,1234.50,1234.782217220033764772,40871,3936,50466784.00,13030,31.88,19.55,-5.50
30-December-2014,1257.55,1264.50,1251.00,1257.75,1257.251473922902494331,17640,1881,22177916.00,2796,15.85,13.50,0.20
29-December-2014,1260.00,1269.00,1247.75,1251.60,1256.929002646377770426,24184,2496,30397571.00,4442,18.37,21.25,-8.40
26-December-2014,1255.00,1263.00,1236.15,1254.95,1246.425101070997943116,28198,2338,35146695.00,6374,22.60,26.85,-0.05
24-December-2014,1274.85,1283.90,1240.10,1251.60,1262.541382052961542060,42748,3713,53971119.00,9073,21.22,43.80,-23.25
23-December-2014,1278.90,1281.05,1254.65,1268.45,1269.364608903839743006,32997,3402,41885224.00,7142,21.64,26.40,-10.45
22-December-2014,1223.50,1272.40,1223.50,1261.90,1249.658277420238258250,36515,3495,45631272.00,15060,41.24,48.90,38.40
19-December-2014,1224.10,1252.50,1220.00,1222.35,1231.996429188504290733,52089,4368,64173462.00,17882,34.33,32.50,-1.75
18-December-2014,1250.00,1250.00,1208.00,1214.20,1219.251577868483987556,55613,4475,67806238.00,19041,34.24,42.00,-35.80
17-December-2014,1210.00,1229.00,1200.40,1219.80,1218.055600851114602183,50287,3316,61252362.00,18674,37.13,28.60,9.80
16-December-2014,1245.00,1245.00,1214.35,1229.90,1227.615886998784933171,32920,3478,40413115.00,8977,27.27,30.65,-15.10
15-December-2014,1251.75,1258.85,1240.95,1252.25,1252.391192411924119241,29520,2216,36970588.00,14707,49.82,17.90,0.50
12-December-2014,1254.10,1265.00,1241.70,1252.20,1248.998673245159417886,48238,3723,60249198.00,16971,35.18,23.30,-1.90
11-December-2014,1267.00,1281.60,1258.50,1265.65,1271.558471969802879910,28612,2473,36381831.00,7409,25.89,23.10,-1.35
10-December-2014,1265.00,1278.00,1255.00,1265.30,1265.434614192748682987,19362,1930,24501345.00,3994,20.63,23.00,0.30
9-December-2014,1254.20,1272.25,1239.00,1266.60,1258.802498846179204852,30334,2479,38184515.00,6837,22.54,33.25,12.40
8-December-2014,1281.50,1303.10,1242.35,1251.45,1267.003239418100099214,83657,4942,105993690.00,26794,32.03,60.75,-30.05
5-December-2014,1268.05,1300.00,1268.00,1294.45,1288.876540209492794128,41147,3021,53033403.00,15009,36.48,32.00,26.40
4-December-2014,1280.00,1298.20,1262.40,1266.10,1272.598789305532201109,41629,2820,52977015.00,10115,24.30,35.80,-13.90
3-December-2014,1265.00,1291.65,1265.00,1285.45,1281.222806709918756210,51327,2742,65761323.00,18939,36.90,26.65,20.45
2-December-2014,1299.90,1299.90,1257.35,1265.55,1270.217027959824717881,51574,4042,65510173.00,19411,37.64,42.55,-34.35
1-December-2014,1324.00,1336.00,1231.25,1296.10,1313.553056371148812924,75269,5332,98869825.00,30102,39.99,104.75,-27.90
28-November-2014,1292.00,1327.00,1292.00,1323.75,1313.821912267585091127,81589,4834,107193416.00,42967,52.66,35.00,31.75
27-November-2014,1274.50,1299.00,1274.50,1291.05,1284.834707672295649346,172204,4389,221253676.00,133978,77.80,24.50,16.55
26-November-2014,1264.40,1273.90,1262.05,1270.85,1268.777504253701625457,55246,3856,70094882.00,21396,38.73,11.85,6.45
25-November-2014,1249.90,1259.00,1236.50,1256.05,1251.081857921652686121,59249,5077,74125349.00,25827,43.59,22.50,6.15
24-November-2014,1254.00,1254.75,1231.00,1249.75,1244.745904729266620973,58360,4029,72643371.00,13799,23.64,23.75,-4.25
21-November-2014,1231.00,1250.00,1226.75,1246.50,1235.362373634436654165,98128,3817,121223639.00,64058,65.28,23.25,15.50
20-November-2014,1249.75,1251.75,1225.55,1231.85,1233.768270332187857961,96030,4462,118478767.00,62089,64.66,26.20,-17.90
19-November-2014,1261.00,1267.90,1242.05,1246.55,1251.387514791610706585,137747,3241,172374876.00,108874,79.04,25.85,-14.45
18-November-2014,1255.05,1271.50,1253.80,1264.60,1263.992328591976985775,75084,4703,94905600.00,40766,54.29,17.70,9.55
17-November-2014,1258.00,1258.00,1237.85,1253.45,1247.060789659699081086,39612,3362,49398572.00,11090,28.00,20.15,-4.55
14-November-2014,1253.00,1260.00,1244.40,1256.45,1249.833354567460823034,78490,3613,98099420.00,54259,69.13,15.60,3.45
13-November-2014,1263.10,1263.20,1241.00,1255.20,1253.599031814187900993,60319,2594,75615840.00,37162,61.61,22.20,-7.90
12-November-2014,1275.00,1275.00,1247.75,1253.20,1258.630797671922856986,127659,7083,160675549.00,81829,64.10,27.25,-21.80
11-November-2014,1235.60,1266.65,1233.00,1260.65,1254.366919844861021331,61880,4520,77620225.00,24534,39.65,33.65,25.05
10-November-2014,1244.50,1252.00,1221.75,1231.65,1231.134978920168638650,117648,5339,144840568.00,73829,62.75,30.25,-12.85
7-November-2014,1244.00,1248.30,1231.00,1240.70,1239.847775039761906387,292994,7176,363267959.00,253268,86.44,17.30,-3.30
5-November-2014,1270.00,1274.80,1245.20,1257.50,1256.938200753068965999,71441,6716,89796922.00,30222,42.30,29.60,-12.50
3-November-2014,1295.00,1303.00,1258.45,1268.55,1268.252985330821975003,107777,14134,136688502.00,40351,37.44,44.55,-26.45
31-October-2014,1298.00,1322.90,1285.00,1303.40,1304.386363636363636363,175824,12682,229342428.00,32017,18.21,37.90,5.40
30-October-2014,1300.00,1301.55,1269.80,1287.60,1284.507453747916025962,61781,4273,79358155.00,20403,33.02,31.75,-12.40
29-October-2014,1288.40,1311.00,1285.10,1296.35,1298.624453965053763440,47616,3709,61835302.00,17067,35.84,25.90,7.95
