SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934844,0MFL17      ,F ,D,1087.05,1099.00,1074.25,1077.61,1080.00,1088.72,18,450,487646.00,
934847,1050TCFS14  ,F ,D,1015.00,1015.00,1014.00,1014.00,1014.00,1014.53,7,130,131920.00,
934857,1060SCUF15A ,F ,D,998.00,998.00,998.00,998.00,998.00,998.47,1,10,9980.00,
934858,1075SCUF17B ,F ,D,1002.00,1002.50,1002.00,1002.18,1002.10,1000.10,3,150,150309.00,
934869,1150MFL14   ,F ,D,965.00,980.00,965.00,980.00,980.00,965.01,4,51,49830.00,
934871,1175MFL17   ,F ,D,1023.99,1023.99,1010.00,1013.89,1013.89,1006.02,8,227,230389.00,
934854,1275IIFL18  ,F ,D,1101.98,1101.99,1008.00,1009.90,1009.90,1009.98,18,672,705224.00,
934855,1275IIFL18A ,F ,D,1060.00,1060.00,1014.01,1014.01,1014.01,1070.00,10,393,411813.00,
934841,1300MFL14   ,F ,D,995.00,997.00,995.00,995.22,995.00,994.00,7,118,117430.00,
934842,1325MFL15   ,F ,D,997.00,998.00,996.50,996.50,996.50,990.50,7,305,304327.00,
934843,1325MFL17   ,F ,D,1004.00,1006.00,991.05,991.05,991.05,1007.00,10,210,209757.00,
533022,20 MICRONS  ,B ,Q,32.00,32.00,30.50,30.95,30.95,31.25,186,20756,646070.00,
526921,21ST CEN.MGM,T ,Q,4.09,4.09,3.90,3.98,3.90,4.09,7,1500,5973.00,
532628,3I INFOTECH ,B ,Q,5.70,5.80,5.65,5.69,5.69,5.74,242,136744,780589.00,
523395,3M INDIA LTD,B ,Q,3444.00,3444.00,3400.00,3411.25,3415.00,3385.00,10,25,85328.00,
961755,718IRFC2023 ,F ,B,1019.00,1019.00,1019.00,1019.00,1019.00,1019.00,32,450,458550.00,
961752,719IIFCL23  ,F ,B,1010.00,1010.00,1003.00,1003.00,1003.00,1006.36,3,30,30160.00,
961750,719PFC2023  ,F ,B,1016.00,1016.00,1016.00,1016.00,1016.00,1013.00,4,50,50800.00,
961748,722REC22TF  ,F ,B,1022.00,1023.55,1022.00,1022.00,1022.00,1021.10,19,281,287277.00,
961764,734HUDCO23  ,F ,B,1015.00,1015.00,1015.00,1015.00,1015.00,1007.25,8,105,106575.00,
961756,734IRFC2028 ,F ,B,1010.57,1010.61,1010.57,1010.60,1010.60,1010.55,3,3,3031.00,
961751,736PFC2028  ,F ,B,1021.00,1021.00,1021.00,1021.00,1021.00,1020.00,14,180,183780.00,
961749,738REC27TF  ,F ,B,1026.50,1028.50,1026.50,1027.03,1027.10,1034.00,10,1750,1797310.00,
961754,740IIFCL33  ,F ,B,1024.99,1026.50,1024.99,1026.16,1026.50,1024.47,18,4870,4995129.00,
961765,751HUDCO28  ,F ,B,1020.00,1020.00,1020.00,1020.00,1020.00,1020.01,2,150,153000.00,
961743,793REC22    ,F ,B,1104.00,1129.99,1104.00,1129.99,1129.99,1100.25,10,140,154819.00,
590116,7SEAS TECH  ,B ,Q,10.41,10.41,10.41,10.41,10.41,10.95,1,25,260.00,
961732,810IRFC2327 ,F ,B,1110.00,1112.00,1110.00,1112.00,1112.00,1108.00,7,35,38866.00,
961744,812REC27    ,F ,B,1135.00,1135.11,1135.00,1135.11,1135.11,1138.91,5,175,198628.00,
961727,820NHAI22   ,F ,B,1114.00,1115.00,1113.40,1115.00,1115.00,1110.00,15,2316,2579852.00,
961729,820PFC2022  ,F ,B,1101.00,1102.35,1101.00,1102.35,1102.35,1104.71,7,500,551107.00,
961728,830NHAI27   ,F ,B,1134.50,1137.00,1134.50,1137.00,1137.00,1134.55,9,1672,1897834.00,
961730,830PFC2027  ,F ,B,1142.00,1142.00,1130.00,1130.00,1130.00,1140.00,14,1835,2079900.00,
961731,8IRFC230222 ,F ,B,1088.00,1089.00,1088.00,1089.00,1089.00,1090.00,3,603,656652.00,
512161,8KMILES     ,B ,Q,52.00,52.30,52.00,52.05,52.05,53.35,9,1826,95358.00,
530499,A.K.CAPITAL ,B ,Q,160.70,163.00,160.00,160.65,163.00,163.00,7,456,73264.00,
500009,A.SARABHAI  ,T ,Q,2.67,2.95,2.67,2.67,2.67,2.81,10,2216,6000.00,
533292,A2ZMES      ,T ,Q,19.50,19.60,19.20,19.45,19.45,19.25,206,43971,855388.00,
531611,AADHAARVEN  ,B ,Q,0.58,0.58,0.58,0.58,0.58,0.61,37,79922,46354.00,
