SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934844,0MFL17      ,F ,D,1115.00,1115.00,1111.00,1112.01,1112.01,1113.20,4,64,71278.00,
934847,1050TCFS14  ,F ,D,1083.99,1083.99,1080.00,1080.00,1080.00,1079.99,4,160,172839.00,
934848,1050TCFS14A ,F ,D,1503.54,1503.54,1501.00,1501.60,1501.00,1503.07,12,115,172684.00,
934857,1060SCUF15A ,F ,D,1033.95,1034.00,1033.95,1034.00,1034.00,1015.00,2,200,206798.00,
934858,1075SCUF17B ,F ,D,1006.00,1006.00,1006.00,1006.00,1006.00,1011.00,2,100,100600.00,
934869,1150MFL14   ,F ,D,1099.99,1099.99,1099.99,1099.99,1099.99,978.03,1,5,5499.00,
934872,1200MFL17   ,F ,D,1004.50,1004.50,1003.00,1003.00,1003.00,1003.50,2,10,10043.00,
934854,1275IIFL18  ,F ,D,1011.98,1011.98,1004.75,1004.94,1004.75,1004.50,29,909,913699.00,
934841,1300MFL14   ,F ,D,1095.00,1099.00,1085.00,1085.00,1085.00,1094.86,5,270,295296.00,
934842,1325MFL15   ,F ,D,1100.00,1100.00,1092.01,1097.01,1097.01,1095.00,7,118,129601.00,
934843,1325MFL17   ,F ,D,1154.96,1159.99,1100.12,1148.92,1148.92,1093.02,6,92,105686.00,
533022,20 MICRONS  ,B ,Q,153.95,158.00,147.95,149.30,149.30,151.40,3732,584127,88010787.00,
526921,21ST CEN.MGM,B ,Q,3.99,4.10,3.99,4.10,4.10,3.91,34,22870,93308.00,
532628,3I INFOTECH ,T ,Q,9.03,9.03,8.73,8.79,8.79,8.89,506,460702,4079467.00,
523395,3M INDIA LTD,B ,Q,4105.25,4174.95,4105.05,4159.45,4174.95,4152.55,10,87,359825.00,
961748,722REC22TF  ,F ,B,999.90,999.90,999.90,999.90,999.90,999.88,8,712,711928.00,
961749,738REC27TF  ,F ,B,999.95,1009.00,999.95,1000.85,1000.85,1000.04,22,3492,3495828.00,
961743,793REC22    ,F ,B,1065.00,1074.75,1065.00,1074.75,1074.75,1064.87,18,5054,5394257.00,
590116,7SEAS TECH  ,B ,Q,17.10,17.70,16.80,17.45,17.60,16.85,40,5067,87011.00,
961732,810IRFC2327 ,F ,B,1074.05,1076.00,1074.05,1075.05,1075.05,1074.49,7,420,451565.00,
961744,812REC27    ,F ,B,1093.00,1100.00,1093.00,1099.87,1100.00,1093.00,32,5360,5883896.00,
961727,820NHAI22   ,F ,B,1084.01,1084.01,1084.01,1084.01,1084.01,1086.80,2,125,135501.00,
961729,820PFC2022  ,F ,B,1071.26,1077.50,1071.26,1076.00,1076.90,1071.26,29,2181,2344530.00,
961728,830NHAI27   ,F ,B,1103.00,1110.00,1103.00,1109.00,1109.00,1105.99,38,5062,5609805.00,
961730,830PFC2027  ,F ,B,1096.55,1099.50,1093.05,1093.83,1093.05,1096.23,31,2095,2300268.00,
961731,8IRFC230222 ,F ,B,1058.51,1058.65,1058.50,1058.64,1058.65,1058.50,9,598,632998.00,
512161,8KMILES     ,T ,Q,55.60,57.65,52.50,53.85,53.85,55.05,38,10494,574347.00,
530499,A.K.CAPITAL ,B ,Q,259.80,261.00,236.05,239.00,239.00,259.30,379,12337,3023789.00,
500009,A.SARABHAI  ,T ,Q,4.11,4.23,4.04,4.09,4.05,4.10,38,5809,23815.00,
533292,A2ZMES      ,B ,Q,62.00,62.70,61.00,61.30,61.30,61.25,2468,274828,16984436.00,
531611,AADHAARVEN  ,B ,Q,0.95,0.95,0.93,0.95,0.95,0.94,837,15734456,14891652.00,
530027,AADI INDUS L,B ,Q,3.75,3.84,3.52,3.80,3.80,3.70,17,4150,15505.00,
533412,AANJANEYA   ,B ,Q,743.40,749.35,730.00,741.50,742.00,741.90,180,29098,21612666.00,
524412,AAREY DRUGS ,T ,Q,61.50,62.95,58.05,60.60,60.60,61.05,114,101637,6207515.00,
524348,AARTI DRUGS ,T ,Q,220.05,226.00,216.10,221.00,221.00,220.55,71,3514,786732.00,
524208,AARTI INDUST,B ,Q,103.00,105.00,102.30,104.05,104.05,101.40,390,38794,4035727.00,
514274,AARVEE DENIM,B ,Q,68.00,68.35,66.60,67.20,67.35,66.30,84,931,62837.00,
531731,AARYAGLOBL  ,B ,Q,6.90,6.93,6.50,6.93,6.93,6.30,81,84371,584159.00,
519319,AASHEE      ,T ,Q,3.90,3.90,3.90,3.90,3.90,4.10,1,50,195.00,
523204,ABAN OFFSHO ,B ,Q,396.45,407.35,375.55,396.95,396.95,396.45,5159,180100,72277489.00,
500002,ABB LTD.    ,A ,Q,727.95,737.00,723.70,725.35,725.35,724.80,718,13382,9788320.00,
500488,ABBOTT (I)  ,B ,Q,1496.00,1498.90,1472.55,1482.40,1484.00,1490.45,66,675,1001896.00,
520123,ABC INDIA   ,B ,Q,142.00,142.00,140.00,140.05,140.05,140.00,4,1237,174327.00,
