SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934844,0MFL17      ,F ,D,1110.10,1122.00,1110.00,1122.00,1122.00,1110.00,6,132,146670.00,
934847,1050TCFS14  ,F ,D,1017.00,1017.50,1017.00,1017.50,1017.50,1016.42,3,94,95620.00,
934857,1060SCUF15A ,F ,D,995.00,999.94,995.00,999.94,999.94,999.37,6,181,180649.00,
934858,1075SCUF17B ,F ,D,1002.00,1010.00,1001.00,1010.00,1010.00,1008.00,4,175,175875.00,
934869,1150MFL14   ,F ,D,961.06,961.06,961.06,961.06,961.06,960.01,1,50,48053.00,
934871,1175MFL17   ,F ,D,1028.99,1039.90,1028.99,1039.90,1039.90,1017.16,8,510,528734.00,
934854,1275IIFL18  ,F ,D,1009.00,1009.00,1007.51,1008.47,1008.95,1007.20,33,3233,3261318.00,
934855,1275IIFL18A ,F ,D,995.00,995.00,995.00,995.00,995.00,995.00,1,5,4975.00,
934841,1300MFL14   ,F ,D,1007.00,1010.00,1005.50,1007.50,1007.50,1007.00,10,132,132986.00,
934842,1325MFL15   ,F ,D,1068.89,1068.89,1068.89,1068.89,1068.89,1026.00,1,19,20308.00,
934843,1325MFL17   ,F ,D,1009.00,1009.00,1009.00,1009.00,1009.00,1006.00,1,1,1009.00,
533022,20 MICRONS  ,B ,Q,30.95,30.95,30.10,30.50,30.50,30.50,110,31475,953376.00,
526921,21ST CEN.MGM,T ,Q,4.51,4.51,4.51,4.51,4.51,4.30,3,75,338.00,
532628,3I INFOTECH ,B ,Q,5.52,5.65,5.46,5.55,5.55,5.61,262,99946,555318.00,
523395,3M INDIA LTD,B ,Q,3420.00,3420.00,3325.00,3375.90,3380.00,3415.00,57,614,2082678.00,
961755,718IRFC2023 ,F ,B,1018.00,1018.01,1018.00,1018.00,1018.00,1016.00,34,580,590441.00,
961752,719IIFCL23  ,F ,B,1010.00,1010.00,1001.00,1001.00,1001.00,1002.01,2,20,20110.00,
961756,734IRFC2028 ,F ,B,1018.85,1025.00,1010.01,1010.01,1010.01,1015.00,9,10059,10305216.00,
961753,736IIFCL28  ,F ,B,1015.00,1015.00,1015.00,1015.00,1015.00,1015.00,1,5,5075.00,
961751,736PFC2028  ,F ,B,1016.00,1016.00,1013.00,1013.00,1013.00,1015.67,3,200,203050.00,
961749,738REC27TF  ,F ,B,1029.00,1050.00,1029.00,1030.00,1030.00,1022.00,16,9000,9403757.00,
961754,740IIFCL33  ,F ,B,1023.00,1023.20,1023.00,1023.20,1023.20,1020.50,2,1650,1687980.00,
961765,751HUDCO28  ,F ,B,1011.43,1014.00,1011.43,1014.00,1014.00,1015.99,7,130,131588.00,
961743,793REC22    ,F ,B,1149.99,1149.99,1149.99,1149.99,1149.99,1105.00,1,2,2299.00,
590116,7SEAS TECH  ,B ,Q,11.48,11.48,11.48,11.48,11.48,12.08,4,701,8047.00,
961732,810IRFC2327 ,F ,B,1105.00,1107.90,1105.00,1107.90,1107.90,1103.53,7,1100,1216877.00,
961744,812REC27    ,F ,B,1128.00,1131.00,1128.00,1131.00,1131.00,1135.00,7,257,290109.00,
961727,820NHAI22   ,F ,B,1107.00,1107.00,1107.00,1107.00,1107.00,1103.75,1,1,1107.00,
961729,820PFC2022  ,F ,B,1100.00,1100.00,1095.15,1097.50,1097.50,1095.29,49,1250,1373653.00,
961728,830NHAI27   ,F ,B,1131.00,1133.40,1129.01,1129.74,1129.01,1128.25,5,260,293884.00,
961730,830PFC2027  ,F ,B,1138.00,1138.00,1125.00,1132.00,1132.00,1127.00,15,7104,8028452.00,
961731,8IRFC230222 ,F ,B,1086.29,1097.00,1086.29,1095.00,1095.00,1092.00,7,260,284016.00,
512161,8KMILES     ,B ,Q,50.50,52.90,50.50,52.65,52.65,52.15,23,13780,713326.00,
530499,A.K.CAPITAL ,B ,Q,164.90,164.90,153.00,153.00,153.00,156.70,10,140,21566.00,
500009,A.SARABHAI  ,T ,Q,2.98,2.98,2.98,2.98,2.98,3.13,4,1650,4917.00,
533292,A2ZMES      ,T ,Q,20.00,20.05,19.00,19.35,19.50,19.95,251,48979,943580.00,
531611,AADHAARVEN  ,B ,Q,0.70,0.70,0.67,0.70,0.70,0.67,83,441714,308518.00,
530027,AADI INDUS L,B ,Q,4.00,4.00,4.00,4.00,4.00,3.79,4,31,124.00,
