SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1010.00,1011.00,1010.00,1010.54,1011.00,1000.00,2,11,11116.00,
934844,0MFL17      ,F ,D,1105.00,1115.00,1105.00,1113.20,1115.00,1111.00,7,251,278637.00,
934873,0MFL18      ,F ,D,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,2,24,24216.00,
934847,1050TCFS14  ,F ,D,1080.00,1081.00,1079.99,1079.99,1079.99,1078.00,6,342,369383.00,
934848,1050TCFS14A ,F ,D,1504.35,1504.35,1501.30,1503.07,1503.00,1504.94,15,339,509587.00,
934857,1060SCUF15A ,F ,D,1034.95,1034.95,1015.00,1015.00,1015.00,1015.00,5,151,154282.00,
934858,1075SCUF17B ,F ,D,1003.00,1011.00,1003.00,1011.00,1011.00,1002.00,8,240,242220.00,
934870,1175MFL15   ,F ,D,1065.00,1065.00,1065.00,1065.00,1065.00,1088.00,1,5,5325.00,
934854,1275IIFL18  ,F ,D,1006.00,1006.00,1003.10,1004.50,1004.50,1003.04,31,1862,1869763.00,
934841,1300MFL14   ,F ,D,1086.00,1097.00,1086.00,1094.86,1097.00,1089.00,10,78,85133.00,
934842,1325MFL15   ,F ,D,1090.00,1095.00,1090.00,1095.00,1095.00,1082.00,3,55,59969.00,
934843,1325MFL17   ,F ,D,1071.10,1093.02,1071.10,1093.02,1093.02,1123.85,2,40,43282.00,
533022,20 MICRONS  ,B ,Q,153.60,154.20,151.00,151.40,151.40,152.60,899,132254,20040599.00,
526921,21ST CEN.MGM,B ,Q,3.89,3.92,3.66,3.91,3.92,3.74,44,10303,39545.00,
532628,3I INFOTECH ,T ,Q,9.20,9.20,8.81,8.89,8.89,9.05,417,334636,2975012.00,
523395,3M INDIA LTD,B ,Q,4149.00,4175.00,4149.00,4152.55,4150.00,4173.95,25,142,589761.00,
