SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1010.00,1010.00,1010.00,1010.00,1010.00,1015.00,1,1,1010.00,
934844,0MFL17      ,F ,D,1120.00,1120.00,1115.00,1115.00,1115.00,1121.78,25,325,363039.00,
934873,0MFL18      ,F ,D,1011.00,1011.00,1000.00,1000.00,1000.00,1003.00,9,231,232461.00,
934847,1050TCFS14  ,F ,D,1089.00,1089.60,1085.06,1089.60,1089.60,1088.46,20,460,500886.00,
934871,1175MFL17   ,F ,D,1010.50,1023.99,1010.10,1018.00,1018.00,1014.90,5,269,272788.00,
934854,1275IIFL18  ,F ,D,1004.96,1004.96,1003.05,1003.42,1003.05,1003.05,40,1365,1369754.00,
934855,1275IIFL18A ,F ,D,1007.00,1010.00,1001.00,1008.87,1007.00,1005.90,11,122,122728.00,
934841,1300MFL14   ,F ,D,1102.00,1119.90,1095.05,1099.89,1095.05,1100.02,18,962,1058244.00,
934842,1325MFL15   ,F ,D,1125.00,1184.00,1111.50,1111.50,1111.50,1112.28,4,66,75603.00,
533022,20 MICRONS  ,B ,Q,67.90,69.50,66.00,68.30,68.30,67.50,1683,636152,43314708.00,
526921,21ST CEN.MGM,T ,Q,4.78,4.78,4.78,4.78,4.78,4.56,7,4850,23183.00,
532628,3I INFOTECH ,T ,Q,8.00,8.00,7.62,7.65,7.65,7.77,767,212624,1642798.00,
523395,3M INDIA LTD,B ,Q,3950.00,3950.00,3870.00,3870.50,3871.00,3923.30,20,64,249331.00,
961749,738REC27TF  ,F ,B,999.50,1000.00,998.00,999.19,999.19,1000.00,12,656,654834.00,
961743,793REC22    ,F ,B,1075.00,1075.00,1070.10,1070.10,1070.10,1074.97,2,135,144635.00,
590116,7SEAS TECH  ,B ,Q,14.40,14.40,12.56,12.60,12.60,12.65,6,301,3791.00,
961732,810IRFC2327 ,F ,B,1084.70,1084.70,1084.01,1084.03,1084.01,1084.50,5,1550,1680251.00,
961727,820NHAI22   ,F ,B,1097.00,1097.00,1094.01,1094.01,1094.01,1096.82,12,551,603957.00,
961729,820PFC2022  ,F ,B,1081.00,1083.49,1081.00,1082.01,1082.01,1082.49,12,1233,1334826.00,
961728,830NHAI27   ,F ,B,1105.00,1106.25,1103.50,1103.50,1103.50,1107.79,5,631,696756.00,
961730,830PFC2027  ,F ,B,1095.00,1100.00,1093.00,1093.03,1094.00,1096.12,51,11682,12781563.00,
512161,8KMILES     ,T ,Q,45.70,45.70,44.00,44.00,45.00,44.95,20,6805,305815.00,
934846,975TCFS14II ,F ,D,1017.00,1017.00,980.14,980.14,980.14,1015.00,2,50,50665.00,
530499,A.K.CAPITAL ,B ,Q,218.90,221.00,213.60,216.80,214.75,217.45,46,2160,470415.00,
500009,A.SARABHAI  ,T ,Q,3.61,3.84,3.48,3.82,3.84,3.66,69,31655,113936.00,
533292,A2ZMES      ,B ,Q,37.00,38.00,36.05,36.35,36.35,37.90,2803,228485,8367917.00,
531611,AADHAARVEN  ,B ,Q,1.17,1.17,1.13,1.16,1.16,1.15,823,7934925,9083749.00,
530027,AADI INDUS L,B ,Q,3.75,3.75,3.74,3.74,3.75,3.49,6,852,3194.00,
533412,AANJANEYA   ,B ,Q,740.00,761.60,738.00,752.40,752.40,732.70,492,13451,10012434.00,
524412,AAREY DRUGS ,T ,Q,37.30,37.30,37.30,37.30,37.30,39.25,24,21583,805045.00,
524348,AARTI DRUGS ,T ,Q,225.10,227.80,222.50,223.75,226.35,222.50,44,2534,570571.00,
524208,AARTI INDUST,B ,Q,100.75,100.75,93.30,94.05,94.10,98.25,546,29076,2804532.00,
514274,AARVEE DENIM,B ,Q,75.95,75.95,74.50,75.60,75.00,73.40,14,304,22899.00,
531731,AARYAGLOBL  ,T ,Q,9.60,9.71,9.13,9.46,9.46,9.61,621,313785,2979469.00,
519319,AASHEE      ,T ,Q,2.49,2.49,2.49,2.49,2.49,2.62,1,50,124.00,
523204,ABAN OFFSHO ,B ,Q,341.50,342.60,335.40,336.15,336.15,339.60,2181,58041,19667317.00,
