SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,4,40,40720.00,
934844,0MFL17      ,F ,D,1119.50,1125.00,1118.99,1125.00,1125.00,1127.00,11,290,324859.00,
934873,0MFL18      ,F ,D,991.00,991.00,991.00,991.00,991.00,1000.00,1,2,1982.00,
934847,1050TCFS14  ,F ,D,1017.00,1017.00,1010.00,1012.50,1012.50,1017.44,25,550,557220.00,
934848,1050TCFS14A ,F ,D,1541.00,1545.00,1541.00,1545.00,1545.00,1545.01,6,50,77110.00,
934858,1075SCUF17B ,F ,D,1017.31,1017.31,1017.31,1017.31,1017.31,1017.31,1,8,8138.00,
934871,1175MFL17   ,F ,D,1012.00,1012.00,1012.00,1012.00,1012.00,1022.00,1,5,5060.00,
934854,1275IIFL18  ,F ,D,1010.00,1010.00,1007.26,1008.92,1008.92,1008.50,24,664,670227.00,
934855,1275IIFL18A ,F ,D,1025.00,1025.00,1025.00,1025.00,1025.00,1015.00,2,48,49200.00,
934841,1300MFL14   ,F ,D,1105.00,1111.00,1100.00,1100.00,1100.00,1103.00,8,157,173941.00,
934843,1325MFL17   ,F ,D,1130.00,1134.99,1129.99,1133.27,1133.27,1123.88,8,278,314396.00,
533022,20 MICRONS  ,B ,Q,34.10,34.50,33.50,33.60,33.80,34.55,278,85794,2906388.00,
526921,21ST CEN.MGM,T ,Q,5.56,5.84,5.56,5.83,5.83,5.85,11,4310,24602.00,
532628,3I INFOTECH ,T ,Q,7.34,7.39,6.97,7.00,7.03,7.33,674,321033,2256747.00,
523395,3M INDIA LTD,B ,Q,3809.00,3809.00,3755.05,3799.00,3798.95,3850.00,46,136,516431.00,
961748,722REC22TF  ,F ,B,1004.00,1009.00,1004.00,1009.00,1009.00,1000.55,4,325,326675.00,
961753,736IIFCL28  ,F ,B,998.00,999.90,998.00,999.90,999.90,992.50,2,110,109970.00,
961751,736PFC2028  ,F ,B,999.25,999.25,999.25,999.25,999.25,998.00,1,5,4996.00,
961749,738REC27TF  ,F ,B,1006.50,1009.50,1005.00,1007.36,1007.26,1005.00,29,5236,5275999.00,
961754,740IIFCL33  ,F ,B,1008.00,1008.00,1002.50,1002.50,1002.50,1010.00,2,100,100305.00,
961743,793REC22    ,F ,B,1084.00,1084.00,1084.00,1084.00,1084.00,1083.00,1,50,54200.00,
590116,7SEAS TECH  ,B ,Q,13.44,15.40,13.44,15.40,15.40,12.84,130,19542,295103.00,
961732,810IRFC2327 ,F ,B,1090.00,1094.36,1085.66,1092.24,1092.24,1098.54,23,819,891841.00,
961744,812REC27    ,F ,B,1121.00,1121.00,1118.00,1120.00,1120.00,1120.00,4,334,373737.00,
961727,820NHAI22   ,F ,B,1097.40,1099.70,1097.01,1098.29,1099.70,1097.49,28,10900,11966962.00,
961729,820PFC2022  ,F ,B,1082.50,1085.00,1082.25,1082.25,1082.25,1083.25,31,4960,5369614.00,
961728,830NHAI27   ,F ,B,1115.33,1115.50,1113.00,1113.20,1113.20,1117.50,10,2821,3146141.00,
961730,830PFC2027  ,F ,B,1107.00,1107.00,1101.37,1103.00,1103.00,1108.79,27,5070,5593912.00,
512161,8KMILES     ,T ,Q,47.05,47.20,46.00,47.00,47.00,48.20,29,9814,459227.00,
530499,A.K.CAPITAL ,B ,Q,211.00,211.00,201.00,206.30,206.30,212.20,77,2830,581402.00,
500009,A.SARABHAI  ,T ,Q,3.60,3.70,3.57,3.65,3.65,3.75,9,3763,13694.00,
533292,A2ZMES      ,B ,Q,32.40,32.50,31.00,31.70,31.70,32.80,877,90623,2897256.00,
531611,AADHAARVEN  ,B ,Q,1.00,1.00,1.00,1.00,1.00,1.02,37,106210,106210.00,
530027,AADI INDUS L,B ,Q,3.43,3.52,3.10,3.50,3.52,3.20,64,10064,34163.00,
533412,AANJANEYA   ,B ,Q,712.75,735.05,707.90,725.70,725.70,724.25,829,25509,18433440.00,
524412,AAREY DRUGS ,T ,Q,37.80,37.80,34.70,35.45,34.70,36.45,105,42246,1520029.00,
524348,AARTI DRUGS ,T ,Q,199.35,202.00,198.00,198.90,200.50,199.25,27,3335,663235.00,
524208,AARTI INDUST,B ,Q,87.00,89.00,86.00,86.50,86.70,87.30,194,14891,1297520.00,
514274,AARVEE DENIM,B ,Q,45.45,45.45,43.50,44.05,43.50,45.45,33,1025,45652.00,
531731,AARYAGLOBL  ,T ,Q,8.72,8.72,8.72,8.72,8.72,9.17,21,7901,68896.00,
519319,AASHEE      ,T ,Q,2.13,2.13,2.13,2.13,2.13,2.24,1,10,21.00,
523204,ABAN OFFSHO ,B ,Q,319.00,319.00,312.50,313.90,313.90,320.10,1520,44935,14168361.00,
500002,ABB LTD.    ,A ,Q,610.95,623.85,573.00,583.40,583.40,610.90,5058,98128,58212038.00,
500488,ABBOTT (I)  ,B ,Q,1430.00,1435.95,1370.05,1380.65,1380.00,1405.15,336,2623,3669155.00,
513119,ABC GAS INT ,T ,Q,14.85,14.85,14.85,14.85,14.85,15.15,1,5,74.00,
520123,ABC INDIA   ,B ,Q,140.00,145.00,138.00,138.00,138.00,141.20,7,2942,406908.00,
500057,ABCIL       ,B ,Q,90.00,90.00,88.05,88.05,88.05,90.15,33,197,17416.00,
520155,ABG INFRALOG,B ,Q,95.00,98.95,88.95,90.80,91.00,97.00,59,10993,1033808.00,
532682,ABG SHIPYARD,B ,Q,363.95,368.50,360.10,361.45,362.00,365.95,223,59895,21832062.00,
532831,ABHI CORP LT,B ,Q,5.60,5.70,5.20,5.59,5.55,5.88,53,2077,11224.00,
526955,ABL BIO-TECH,B ,Q,2.86,2.86,2.86,2.86,2.86,2.86,1,300,858.00,
531161,ABM KNOWLEDG,B ,Q,46.50,46.50,42.85,44.00,44.00,44.95,28,1963,86998.00,
532974,ABML        ,B ,Q,16.75,17.00,16.00,16.20,16.20,16.75,288,1883,31270.00,
500410,ACC LTD     ,A ,Q,1306.90,1313.90,1296.15,1297.80,1297.80,1311.00,1081,16855,21948195.00,
532774,ACCEL FRONTL,B ,Q,28.80,28.80,28.80,28.80,28.80,29.05,2,51,1468.00,
517494,ACCEL TRANS ,B ,Q,5.70,6.34,5.70,6.34,6.34,5.85,3,50,291.00,
532268,ACCELYA     ,T ,Q,345.40,347.00,333.00,339.75,339.00,350.00,155,5287,1797321.00,
531897,ACCENT TECH ,B ,Q,44.05,44.85,43.45,43.65,44.00,45.00,653,55871,2475748.00,
526347,ACCLAIM IND ,T ,Q,9.75,9.75,9.75,9.75,9.75,10.25,11,9750,95062.00,
530513,ACCURATE TRA,B ,Q,36.30,37.00,36.30,37.00,37.00,36.30,3,2678,97217.00,
517356,ACI INFOCOM ,T ,Q,21.75,22.50,21.55,21.90,21.95,22.10,589,373791,8130881.00,
530901,ACIL        ,T ,Q,0.10,0.11,0.09,0.10,0.10,0.10,25,489431,48229.00,
530043,ACKNIT IND  ,B ,Q,26.80,27.45,26.80,27.45,27.45,28.20,3,78,2091.00,
533330,ACROPET TEC ,B ,Q,8.11,8.14,7.95,8.00,8.00,8.12,49,19097,153338.00,
524091,ACRYCIL LTD.,B ,Q,102.45,102.45,90.00,90.55,90.00,98.35,43,2166,201339.00,
532762,ACTION CONST,B ,Q,15.90,15.90,14.45,14.70,14.70,15.95,289,64291,969611.00,
512599,ADANI ENTER ,A ,Q,230.00,234.95,227.35,229.05,229.05,236.55,2944,156236,36014716.00,
532921,ADANI PORTS ,A ,Q,149.80,154.25,144.00,145.70,145.70,150.30,8983,472029,70161895.00,
533096,ADANI POWER ,A ,Q,50.95,50.95,49.65,50.05,50.05,51.30,2258,396070,19881759.00,
523411,ADCINDIA    ,B ,Q,156.90,156.90,141.05,141.25,141.15,146.70,16,405,57180.00,
507852,ADDI IND.   ,T ,Q,4.59,5.07,4.59,5.07,5.07,4.83,4,302,1387.00,
519183,ADF FOODS LT,B ,Q,56.10,56.10,54.75,55.30,55.30,56.40,193,2307,127911.00,
