SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1062.00,1064.00,1002.00,1015.00,1025.00,1013.00,5,14,14734.00,
934844,0MFL17      ,F ,D,1107.00,1107.01,1107.00,1107.00,1107.00,1107.00,3,25,27675.00,
934847,1050TCFS14  ,F ,D,1011.10,1014.98,1011.10,1013.96,1014.98,1015.83,14,461,466845.00,
934848,1050TCFS14A ,F ,D,1553.90,1555.70,1553.90,1555.17,1555.70,1553.91,7,50,77728.00,
934858,1075SCUF17B ,F ,D,1000.00,1000.00,999.00,1000.00,1000.00,1002.47,5,250,249980.00,
934869,1150MFL14   ,F ,D,956.05,956.05,956.05,956.05,956.05,1000.00,1,2,1912.00,
934871,1175MFL17   ,F ,D,1013.00,1015.00,1008.30,1008.30,1008.30,1017.00,4,66,66696.00,
934854,1275IIFL18  ,F ,D,1006.00,1006.00,1004.00,1005.00,1005.00,1003.60,13,707,710808.00,
934855,1275IIFL18A ,F ,D,971.00,1008.00,971.00,1008.00,1008.00,1009.00,4,8,7916.00,
934841,1300MFL14   ,F ,D,1004.20,1005.00,1004.20,1005.00,1005.00,1003.95,4,60,60296.00,
934842,1325MFL15   ,F ,D,1005.50,1006.00,1005.50,1006.00,1006.00,1003.90,2,16,16088.00,
533022,20 MICRONS  ,B ,Q,31.50,31.50,30.25,30.40,30.45,30.45,122,24439,746467.00,
526921,21ST CEN.MGM,T ,Q,4.50,4.94,4.49,4.56,4.55,4.72,8,810,3669.00,
532628,3I INFOTECH ,B ,Q,6.00,6.15,5.91,5.95,5.95,5.90,359,142030,853280.00,
523395,3M INDIA LTD,B ,Q,3480.00,3524.00,3470.00,3508.50,3508.50,3459.90,8,15,52542.00,
961755,718IRFC2023 ,F ,B,1014.00,1014.00,1014.00,1014.00,1014.00,1015.99,1,5,5070.00,
961752,719IIFCL23  ,F ,B,999.20,999.20,999.20,999.20,999.20,999.20,1,18,17985.00,
961748,722REC22TF  ,F ,B,1012.01,1012.01,1012.01,1012.01,1012.01,1012.00,2,205,207462.00,
961764,734HUDCO23  ,F ,B,902.55,1200.00,902.55,1199.99,1199.99,0.00,9,66,70240.00,
961749,738REC27TF  ,F ,B,1018.00,1018.00,1018.00,1018.00,1018.00,1017.50,1,199,202582.00,
961743,793REC22    ,F ,B,1092.00,1092.00,1092.00,1092.00,1092.00,1092.00,10,125,136500.00,
590116,7SEAS TECH  ,B ,Q,13.70,13.70,12.55,12.70,12.70,13.12,12,1710,22110.00,
961732,810IRFC2327 ,F ,B,1104.99,1105.00,1104.99,1105.00,1105.00,1095.58,2,1000,1104999.00,
961744,812REC27    ,F ,B,1118.11,1121.00,1118.00,1118.00,1118.00,1118.51,10,6100,6822932.00,
961727,820NHAI22   ,F ,B,1099.00,1103.00,1098.01,1098.15,1100.00,1100.95,37,1577,1737493.00,
961729,820PFC2022  ,F ,B,1089.00,1097.00,1088.25,1097.00,1097.00,1088.04,15,1392,1520563.00,
961730,830PFC2027  ,F ,B,1125.00,1129.00,1115.02,1117.60,1117.00,1113.01,25,5131,5735128.00,
961731,8IRFC230222 ,F ,B,1084.97,1087.51,1084.97,1086.57,1086.57,1075.00,18,1858,2017114.00,
512161,8KMILES     ,B ,Q,53.70,53.70,53.70,53.70,53.70,53.10,1,20,1074.00,
530499,A.K.CAPITAL ,B ,Q,165.00,165.00,157.10,160.95,160.95,157.95,17,21539,3466711.00,
500009,A.SARABHAI  ,B ,Q,2.99,2.99,2.99,2.99,2.99,2.85,12,4436,13263.00,
533292,A2ZMES      ,B ,Q,20.25,21.25,20.15,20.25,20.25,21.15,795,101712,2091718.00,
531611,AADHAARVEN  ,B ,Q,0.57,0.57,0.55,0.57,0.57,0.55,271,2404990,1366125.00,
530027,AADI INDUS L,B ,Q,4.20,4.64,3.81,3.95,3.81,4.13,70,50728,200440.00,
533412,AANJANEYA   ,B ,Q,102.35,102.35,102.35,102.35,102.35,107.70,31,1545,158130.00,
524412,AAREY DRUGS ,B ,Q,14.55,15.05,14.55,14.85,14.85,14.80,30,4153,60568.00,
524348,AARTI DRUGS ,B ,Q,155.85,159.80,155.00,156.75,157.10,152.70,141,5391,845400.00,
524208,AARTI INDUST,B ,Q,79.95,80.00,78.10,78.55,78.30,78.35,117,7231,568370.00,
514274,AARVEE DENIM,B ,Q,37.85,37.85,37.45,37.50,37.50,36.40,5,22,828.00,
531731,AARYAGLOBL  ,T ,Q,9.89,10.09,9.75,10.08,10.08,9.82,201,135180,1356136.00,
523204,ABAN OFFSHO ,B ,Q,273.50,277.05,270.65,272.10,272.10,273.70,1821,41484,11352770.00,
500002,ABB LTD.    ,A ,Q,496.50,496.50,489.40,490.80,490.80,497.35,532,7202,3541107.00,
500488,ABBOTT (I)  ,B ,Q,1380.00,1390.00,1351.00,1387.30,1387.30,1381.65,94,1537,2126510.00,
513119,ABC GAS INT ,T ,Q,5.75,5.75,5.75,5.75,5.75,5.75,1,15,86.00,
520123,ABC INDIA   ,B ,Q,140.00,143.00,139.00,139.05,139.00,139.00,9,2192,311788.00,
500057,ABCIL       ,B ,Q,77.00,79.45,77.00,79.45,79.45,77.55,3,71,5469.00,
520155,ABG INFRALOG,B ,Q,55.15,55.15,55.00,55.00,55.00,57.85,7,183,10070.00,
532682,ABG SHIPYARD,B ,Q,322.80,328.00,318.00,320.25,320.25,320.50,363,5450,1761848.00,
532831,ABHI CORP LT,T ,Q,4.74,4.74,4.50,4.50,4.50,4.52,5,5516,26143.00,
526955,ABL BIO-TECH,T ,Q,2.73,2.86,2.73,2.73,2.73,2.73,7,1580,4360.00,
531161,ABM KNOWLEDG,B ,Q,38.75,39.00,38.30,39.00,39.00,37.60,8,694,26935.00,
532974,ABML        ,B ,Q,17.25,18.05,17.25,18.05,18.05,17.20,208,54228,977024.00,
