SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1025.00,1050.09,1015.09,1021.79,1021.01,1040.00,7,45,45978.00,
934844,0MFL17      ,F ,D,1085.01,1090.00,1085.01,1087.81,1086.00,1080.01,5,228,248021.00,
934857,1060SCUF15A ,F ,D,1008.00,1008.00,1008.00,1008.00,1008.00,1010.00,1,10,10080.00,
934858,1075SCUF17B ,F ,D,1022.00,1022.00,1022.00,1022.00,1022.00,1012.00,3,90,91980.00,
934870,1175MFL15   ,F ,D,972.00,972.00,971.00,971.00,971.00,1049.99,3,100,97158.00,
934871,1175MFL17   ,F ,D,1012.00,1020.00,1012.00,1020.00,1020.00,1011.50,2,60,60800.00,
934854,1275IIFL18  ,F ,D,1019.30,1019.30,1010.18,1010.30,1010.30,1010.05,15,418,422980.00,
934841,1300MFL14   ,F ,D,1000.00,1009.00,1000.00,1001.85,1001.85,1004.00,4,75,75458.00,
934842,1325MFL15   ,F ,D,1003.00,1003.00,1003.00,1003.00,1003.00,1009.17,1,25,25075.00,
934843,1325MFL17   ,F ,D,1023.99,1023.99,1023.99,1023.99,1023.99,1008.00,1,10,10239.00,
533022,20 MICRONS  ,B ,Q,31.45,31.45,30.50,30.60,30.50,30.70,117,33391,1027557.00,
532628,3I INFOTECH ,B ,Q,6.00,6.60,6.00,6.12,6.12,6.01,1586,700541,4392318.00,
523395,3M INDIA LTD,B ,Q,3600.00,3660.00,3600.00,3638.35,3660.00,3552.75,27,90,325402.00,
961772,688PFC2023  ,F ,B,950.01,950.01,950.01,950.01,950.01,999.00,2,10,9500.00,
961752,719IIFCL23  ,F ,B,1031.00,1031.00,1031.00,1031.00,1031.00,1030.00,2,501,516531.00,
961748,722REC22TF  ,F ,B,1035.00,1035.00,1035.00,1035.00,1035.00,1035.00,7,715,740025.00,
961764,734HUDCO23  ,F ,B,1190.00,1190.00,1021.60,1021.60,1021.60,1020.00,3,180,199047.00,
961756,734IRFC2028 ,F ,B,1038.00,1038.00,1038.00,1038.00,1038.00,1037.00,2,2000,2076000.00,
961753,736IIFCL28  ,F ,B,1031.00,1131.10,1031.00,1031.60,1031.60,1030.00,5,360,379217.00,
961754,740IIFCL33  ,F ,B,1036.10,1038.70,1036.00,1038.25,1038.50,1035.73,38,19230,19958395.00,
961765,751HUDCO28  ,F ,B,1035.00,1035.00,1035.00,1035.00,1035.00,1035.00,7,100,103500.00,
590116,7SEAS TECH  ,B ,Q,11.00,11.27,9.23,11.27,11.27,10.25,5,2105,19616.00,
961732,810IRFC2327 ,F ,B,1122.00,1122.05,1122.00,1122.00,1122.00,1122.00,7,1743,1955651.00,
961744,812REC27    ,F ,B,1144.00,1151.00,1144.00,1147.26,1148.00,1147.00,30,2534,2906087.00,
961727,820NHAI22   ,F ,B,1118.00,1124.00,1118.00,1122.00,1122.00,1120.00,41,6869,7697981.00,
961729,820PFC2022  ,F ,B,1115.00,1115.00,1111.30,1111.76,1111.76,1112.97,5,1350,1500682.00,
961728,830NHAI27   ,F ,B,1150.01,1150.90,1149.00,1150.90,1150.90,1150.10,23,3390,3899108.00,
961730,830PFC2027  ,F ,B,1144.00,1144.00,1135.25,1142.50,1142.50,1144.00,15,4799,5484774.00,
961731,8IRFC230222 ,F ,B,1100.00,1100.00,1095.50,1097.70,1096.01,1100.00,31,860,943848.00,
512161,8KMILES     ,B ,Q,53.50,57.00,53.05,55.05,55.50,53.00,185,44187,2438452.00,
530499,A.K.CAPITAL ,B ,Q,159.25,164.85,155.00,156.30,156.00,160.15,39,2398,377756.00,
500009,A.SARABHAI  ,T ,Q,2.58,2.58,2.40,2.47,2.47,2.46,9,1410,3589.00,
533292,A2ZMES      ,T ,Q,18.80,19.15,18.60,18.65,18.65,18.90,70,12875,241844.00,
531611,AADHAARVEN  ,B ,Q,0.58,0.58,0.54,0.54,0.54,0.56,112,889611,486175.00,
530027,AADI INDUS L,B ,Q,3.25,3.25,3.01,3.01,3.01,3.33,6,1300,4045.00,
533412,AANJANEYA   ,B ,Q,81.35,81.35,75.30,76.05,76.05,77.15,804,36583,2816543.00,
524412,AAREY DRUGS ,B ,Q,14.39,14.39,14.39,14.39,14.39,14.11,8,940,13526.00,
524348,AARTI DRUGS ,B ,Q,180.00,182.90,176.60,177.05,176.60,182.50,30,11181,2010494.00,
524208,AARTI INDUST,B ,Q,91.30,92.60,89.65,89.85,89.65,91.45,57,3621,328191.00,
514274,AARVEE DENIM,B ,Q,33.75,34.50,33.70,33.75,34.35,34.90,8,1003,34077.00,
531731,AARYAGLOBL  ,T ,Q,6.10,6.39,5.97,6.08,6.08,6.11,62,7544,46234.00,
519319,AASHEE      ,T ,Q,1.24,1.24,1.24,1.24,1.24,1.19,1,1,1.00,
523204,ABAN OFFSHO ,B ,Q,332.00,332.00,321.00,322.85,322.85,329.40,2696,86515,28208374.00,
700099,ABANOFFSH   ,B ,P,550.80,550.80,550.80,550.80,550.80,459.00,1,7,3855.00,
500002,ABB LTD.    ,A ,Q,538.75,538.75,514.80,528.45,528.45,536.25,1023,21725,11393264.00,
500488,ABBOTT (I)  ,B ,Q,1424.00,1469.00,1424.00,1454.35,1454.35,1415.30,157,2561,3702038.00,
520123,ABC INDIA   ,B ,Q,124.95,129.00,103.00,103.00,103.00,112.00,4,202,24727.00,
