SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1016.00,1016.00,1016.00,1016.00,1016.00,1019.62,2,62,62992.00,
934844,0MFL17      ,F ,D,1133.99,1133.99,1125.00,1125.00,1125.00,1113.00,3,300,338899.00,
934873,0MFL18      ,F ,D,982.63,982.63,982.63,982.63,982.63,1029.00,1,10,9826.00,
934847,1050TCFS14  ,F ,D,1095.10,1095.10,1090.01,1090.01,1090.01,1090.99,6,226,246761.00,
934848,1050TCFS14A ,F ,D,1533.00,1538.99,1531.25,1533.95,1533.95,1533.35,14,545,836191.00,
934858,1075SCUF17B ,F ,D,1025.00,1025.00,1025.00,1025.00,1025.00,1019.00,1,100,102500.00,
934869,1150MFL14   ,F ,D,1038.89,1038.89,1019.00,1019.15,1019.00,1025.00,4,44,45237.00,
934871,1175MFL17   ,F ,D,1019.99,1029.00,1019.99,1029.00,1029.00,1020.00,6,200,204665.00,
934854,1275IIFL18  ,F ,D,1003.99,1003.99,1000.05,1000.16,1000.50,1001.70,37,1732,1733674.00,
934855,1275IIFL18A ,F ,D,1008.10,1008.10,1002.05,1002.39,1002.05,1008.92,17,220,221279.00,
934841,1300MFL14   ,F ,D,1096.00,1096.00,1091.50,1095.00,1095.00,1096.00,6,280,306665.00,
934842,1325MFL15   ,F ,D,1191.50,1191.50,1095.00,1095.22,1129.90,1125.00,28,321,352847.00,
934843,1325MFL17   ,F ,D,1100.19,1134.50,1100.19,1134.50,1134.50,1134.99,2,35,38849.00,
533022,20 MICRONS  ,B ,Q,72.35,72.50,67.70,68.60,68.05,71.55,1508,470218,32800131.00,
526921,21ST CEN.MGM,T ,Q,3.96,3.96,3.94,3.94,3.94,4.13,7,900,3551.00,
532628,3I INFOTECH ,T ,Q,8.40,8.40,7.70,7.75,7.75,8.00,1145,288423,2283115.00,
523395,3M INDIA LTD,B ,Q,4011.50,4011.50,3952.00,3952.00,3952.00,4074.00,13,25,99693.00,
961752,719IIFCL23  ,F ,B,992.00,999.90,992.00,992.00,992.00,982.00,5,22,21840.00,
961750,719PFC2023  ,F ,B,990.01,990.01,990.00,990.00,990.00,995.00,2,21,20790.00,
961748,722REC22TF  ,F ,B,998.00,998.00,995.00,995.10,995.10,997.00,4,44,43822.00,
961751,736PFC2028  ,F ,B,994.00,995.00,994.00,995.00,995.00,1000.00,2,2,1989.00,
961749,738REC27TF  ,F ,B,1000.61,1000.61,1000.51,1000.51,1000.51,1002.95,2,2,2001.00,
961754,740IIFCL33  ,F ,B,1003.05,1003.06,1003.00,1003.00,1003.00,1002.00,7,2010,2016080.00,
961743,793REC22    ,F ,B,1072.60,1072.60,1070.01,1070.65,1070.01,1072.60,9,567,607108.00,
