SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934844,0MFL17      ,F ,D,1080.00,1100.00,1055.00,1100.00,1100.00,1077.24,12,291,310703.00,
934873,0MFL18      ,F ,D,1020.00,1020.00,995.00,995.00,995.00,995.00,3,12,12215.00,
934847,1050TCFS14  ,F ,D,1016.55,1024.00,1016.25,1024.00,1024.00,1017.77,10,235,239184.00,
934848,1050TCFS14A ,F ,D,1571.01,1571.01,1571.01,1571.01,1571.01,1572.03,2,70,109970.00,
934857,1060SCUF15A ,F ,D,1001.00,1001.00,1000.11,1000.11,1000.11,1005.00,2,100,100015.00,
934858,1075SCUF17B ,F ,D,1012.00,1012.00,1012.00,1012.00,1012.00,1015.00,2,15,15180.00,
934870,1175MFL15   ,F ,D,931.51,931.51,931.51,931.51,931.51,990.00,1,100,93151.00,
934871,1175MFL17   ,F ,D,1009.31,1009.31,1009.30,1009.30,1009.30,1015.40,2,100,100930.00,
934854,1275IIFL18  ,F ,D,1010.00,1010.00,1006.01,1008.00,1008.00,1007.78,14,343,345818.00,
934855,1275IIFL18A ,F ,D,1009.00,1009.00,1005.00,1005.00,1005.00,1009.00,3,40,40240.00,
934841,1300MFL14   ,F ,D,1014.97,1014.97,997.01,997.01,997.01,997.00,7,164,163957.00,
934842,1325MFL15   ,F ,D,995.25,1004.00,995.25,1004.00,1004.00,995.25,12,385,384521.00,
934843,1325MFL17   ,F ,D,1024.86,1024.86,991.00,991.00,991.00,1009.00,6,35,34943.00,
533022,20 MICRONS  ,B ,Q,31.50,31.70,30.60,30.90,30.90,30.75,116,15938,493977.00,
526921,21ST CEN.MGM,T ,Q,4.17,4.17,4.17,4.17,4.17,3.98,3,10300,42951.00,
532628,3I INFOTECH ,B ,Q,5.65,5.84,5.55,5.57,5.59,5.78,412,174428,984315.00,
523395,3M INDIA LTD,B ,Q,3433.15,3499.95,3419.00,3455.00,3450.00,3448.00,29,96,329652.00,
961755,718IRFC2023 ,F ,B,1023.85,1023.85,1023.00,1023.00,1023.00,1023.00,33,580,593735.00,
961752,719IIFCL23  ,F ,B,1007.00,1011.00,1006.25,1011.00,1011.00,1003.00,11,1010,1018635.00,
961750,719PFC2023  ,F ,B,1025.00,1025.00,1025.00,1025.00,1025.00,1018.00,1,1,1025.00,
