SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1011.00,1105.00,1011.00,1105.00,1105.00,1010.54,3,37,40696.00,
934844,0MFL17      ,F ,D,1115.00,1121.00,1113.50,1116.00,1121.00,1112.01,5,26,28983.00,
934847,1050TCFS14  ,F ,D,1080.00,1081.00,1079.95,1081.00,1081.00,1080.00,11,530,572418.00,
934848,1050TCFS14A ,F ,D,1502.99,1505.00,1502.35,1504.70,1505.00,1501.60,26,738,1109935.00,
934857,1060SCUF15A ,F ,D,1005.11,1025.00,1005.11,1025.00,1025.00,1034.00,7,625,631161.00,
934858,1075SCUF17B ,F ,D,1019.99,1019.99,1002.01,1013.99,1019.99,1006.00,5,92,93263.00,
934869,1150MFL14   ,F ,D,991.00,1073.00,979.00,1000.00,1000.00,1099.99,11,109,109873.00,
934871,1175MFL17   ,F ,D,1024.95,1024.95,1024.95,1024.95,1024.95,1004.10,2,20,20499.00,
934854,1275IIFL18  ,F ,D,1014.90,1014.90,1004.10,1004.99,1005.00,1004.94,26,1512,1519897.00,
934855,1275IIFL18A ,F ,D,1000.00,1010.00,1000.00,1010.00,1010.00,998.00,7,118,119170.00,
934841,1300MFL14   ,F ,D,1090.10,1099.00,1090.10,1092.00,1092.00,1085.00,5,60,65566.00,
934842,1325MFL15   ,F ,D,1099.00,1100.01,1099.00,1100.01,1100.01,1097.01,3,13,14295.00,
934843,1325MFL17   ,F ,D,1090.01,1090.01,1090.00,1090.00,1090.00,1148.92,2,100,109000.00,
533022,20 MICRONS  ,B ,Q,150.20,152.00,148.20,150.85,150.85,149.30,1880,307865,46175002.00,
526921,21ST CEN.MGM,B ,Q,4.29,4.30,4.25,4.30,4.30,4.10,38,25516,109569.00,
532628,3I INFOTECH ,T ,Q,9.00,9.00,8.61,8.66,8.61,8.79,483,445081,3880202.00,
523395,3M INDIA LTD,B ,Q,4102.10,4135.00,4100.00,4104.70,4100.00,4159.45,18,68,279069.00,
961749,738REC27TF  ,F ,B,998.50,998.50,996.00,996.00,996.00,1000.85,5,1150,1147080.00,
