SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1018.90,1020.00,1018.90,1019.62,1020.00,1001.01,4,61,62182.00,
934844,0MFL17      ,F ,D,1120.00,1134.99,1113.00,1113.00,1113.00,1110.05,5,145,163684.00,
934873,0MFL18      ,F ,D,1000.00,1029.00,1000.00,1029.00,1029.00,976.40,4,30,30179.00,
934847,1050TCFS14  ,F ,D,1098.00,1098.00,1090.01,1090.99,1090.01,1109.97,5,130,142039.00,
934848,1050TCFS14A ,F ,D,1529.99,1536.00,1529.99,1533.35,1533.00,1529.53,24,649,995064.00,
934869,1150MFL14   ,F ,D,1025.00,1025.00,1025.00,1025.00,1025.00,1039.79,1,5,5125.00,
934870,1175MFL15   ,F ,D,998.00,1058.99,998.00,1058.99,1058.99,1026.00,2,20,20569.00,
934871,1175MFL17   ,F ,D,1020.00,1020.00,1020.00,1020.00,1020.00,1019.00,1,31,31620.00,
934854,1275IIFL18  ,F ,D,1002.01,1004.51,1000.25,1001.70,1001.00,1001.07,38,3883,3894461.00,
934855,1275IIFL18A ,F ,D,1008.00,1010.00,1008.00,1008.92,1008.11,1010.00,5,21,21180.00,
934841,1300MFL14   ,F ,D,1096.00,1096.00,1096.00,1096.00,1096.00,1096.00,2,20,21920.00,
934842,1325MFL15   ,F ,D,1139.90,1139.90,1125.00,1125.00,1125.00,1092.00,2,20,22649.00,
934843,1325MFL17   ,F ,D,1130.00,1134.99,1130.00,1134.99,1134.99,1135.00,2,140,158399.00,
533022,20 MICRONS  ,B ,Q,70.00,79.80,68.75,71.55,71.55,137.00,7807,1770317,127225475.00,SS
526921,21ST CEN.MGM,T ,Q,4.13,4.13,4.13,4.13,4.13,4.13,2,2000,8260.00,
532628,3I INFOTECH ,T ,Q,7.75,8.09,7.75,8.00,8.00,7.71,463,351953,2787567.00,
523395,3M INDIA LTD,B ,Q,3980.00,4108.00,3980.00,4074.00,4084.00,4016.05,45,82,334922.00,
961752,719IIFCL23  ,F ,B,982.00,982.00,982.00,982.00,982.00,998.00,2,15,14730.00,
961750,719PFC2023  ,F ,B,995.00,995.00,995.00,995.00,995.00,997.00,3,15,14925.00,
961748,722REC22TF  ,F ,B,997.00,997.00,997.00,997.00,997.00,998.00,2,5,4985.00,
961751,736PFC2028  ,F ,B,996.99,1000.00,996.99,1000.00,1000.00,999.99,6,610,608768.00,
961749,738REC27TF  ,F ,B,1001.00,1003.00,1001.00,1002.95,1003.00,1002.96,20,4960,4973445.00,
961754,740IIFCL33  ,F ,B,1002.50,1002.50,1002.00,1002.00,1002.00,1001.88,2,20,20045.00,
590116,7SEAS TECH  ,B ,Q,16.30,16.30,15.00,15.20,15.00,15.55,12,982,14957.00,
961732,810IRFC2327 ,F ,B,1085.00,1085.00,1085.00,1085.00,1085.00,1082.50,3,110,119350.00,
961744,812REC27    ,F ,B,1107.50,1109.00,1105.50,1105.85,1107.50,1107.00,15,1723,1907519.00,
