SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934844,0MFL17      ,F ,D,1109.99,1109.99,1109.99,1109.99,1109.99,1110.00,1,6,6659.00,
934873,0MFL18      ,F ,D,978.25,978.25,978.25,978.25,978.25,977.00,2,20,19565.00,
934847,1050TCFS14  ,F ,D,1007.52,1011.99,1007.50,1008.56,1008.00,1008.69,19,711,717754.00,
934848,1050TCFS14A ,F ,D,1550.65,1553.00,1550.65,1551.48,1551.48,1550.64,16,141,218741.00,
934858,1075SCUF17B ,F ,D,993.30,993.95,986.50,989.31,987.00,986.00,10,497,492291.00,
934870,1175MFL15   ,F ,D,990.00,990.00,990.00,990.00,990.00,960.10,4,89,88110.00,
934871,1175MFL17   ,F ,D,1005.20,1005.20,1002.11,1003.33,1002.92,1000.00,9,221,221807.00,
934872,1200MFL17   ,F ,D,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,2,100,100000.00,
934854,1275IIFL18  ,F ,D,1000.00,1000.00,998.01,999.97,999.98,998.99,27,685,684720.00,
934855,1275IIFL18A ,F ,D,1011.00,1011.00,1010.00,1010.00,1010.00,1000.00,3,60,60650.00,
934841,1300MFL14   ,F ,D,1104.00,1104.00,1104.00,1104.00,1104.00,1105.00,3,125,138000.00,
934842,1325MFL15   ,F ,D,1111.00,1111.00,1111.00,1111.00,1111.00,1100.00,3,15,16665.00,
934843,1325MFL17   ,F ,D,1110.01,1110.01,1110.00,1110.00,1110.00,1117.00,3,32,35520.00,
533022,20 MICRONS  ,B ,Q,31.45,31.45,30.10,30.15,30.15,30.10,204,42941,1307836.00,
526921,21ST CEN.MGM,T ,Q,3.80,4.14,3.80,4.14,4.14,3.95,8,1914,7881.00,
532628,3I INFOTECH ,B ,Q,5.65,5.75,5.02,5.19,5.19,5.46,1259,811660,4392445.00,
523395,3M INDIA LTD,B ,Q,3540.00,3639.85,3540.00,3599.10,3586.10,3507.00,77,425,1528748.00,
961755,718IRFC2023 ,F ,B,1009.00,1012.00,1009.00,1012.00,1012.00,1012.00,4,50,50525.00,
961752,719IIFCL23  ,F ,B,995.50,996.00,995.00,996.00,996.00,995.50,9,1110,1105455.00,
961750,719PFC2023  ,F ,B,999.00,999.00,997.00,997.00,997.00,996.10,38,635,634264.00,
961748,722REC22TF  ,F ,B,1004.00,1012.00,1004.00,1004.00,1004.00,1004.00,34,1320,1326045.00,
961753,736IIFCL28  ,F ,B,995.00,1000.00,995.00,1000.00,1000.00,990.00,10,3021,3017301.00,
961751,736PFC2028  ,F ,B,999.00,1001.00,999.00,1000.00,1000.00,1000.00,17,1045,1045004.00,
961749,738REC27TF  ,F ,B,1010.01,1010.01,1010.00,1010.00,1010.00,1010.00,3,65,65650.00,
961754,740IIFCL33  ,F ,B,1010.00,1010.00,1010.00,1010.00,1010.00,1009.99,3,1000,1010000.00,
961743,793REC22    ,F ,B,1119.66,1119.66,1119.66,1119.66,1119.66,1090.00,1,5,5598.00,
590116,7SEAS TECH  ,B ,Q,14.00,14.60,13.55,14.20,14.20,14.26,13,20507,291537.00,
961732,810IRFC2327 ,F ,B,1092.75,1093.00,1088.00,1090.00,1090.00,1092.70,18,4010,4379930.00,
961744,812REC27    ,F ,B,1117.00,1117.00,1110.10,1111.28,1111.28,1117.25,31,3600,4009962.00,
961727,820NHAI22   ,F ,B,1092.50,1095.00,1090.01,1090.37,1090.01,1091.51,10,3035,3313071.00,
961729,820PFC2022  ,F ,B,1085.00,1091.75,1084.00,1091.75,1091.75,1082.00,43,4167,4532424.00,
961728,830NHAI27   ,F ,B,1119.10,1180.00,1117.00,1138.98,1138.98,1117.00,40,5001,5690581.00,
961730,830PFC2027  ,F ,B,1107.00,1135.00,1105.00,1123.64,1123.89,1105.99,57,4928,5517850.00,
961731,8IRFC230222 ,F ,B,1072.00,1072.00,1071.75,1071.75,1071.75,1072.00,34,1028,1101896.00,
512161,8KMILES     ,B ,Q,54.25,56.00,51.50,52.30,52.30,54.45,96,49664,2677386.00,
530499,A.K.CAPITAL ,B ,Q,169.50,169.50,146.50,148.90,148.00,155.35,77,83580,12692699.00,
500009,A.SARABHAI  ,B ,Q,2.45,2.50,2.41,2.41,2.41,2.52,28,7357,18037.00,
533292,A2ZMES      ,B ,Q,17.20,17.40,15.95,17.40,17.40,16.60,1819,332321,5657922.00,
531611,AADHAARVEN  ,B ,Q,0.52,0.52,0.52,0.52,0.52,0.54,23,56250,29250.00,
530027,AADI INDUS L,B ,Q,3.33,4.08,3.05,3.79,3.50,3.54,25,11688,41524.00,
533412,AANJANEYA   ,B ,Q,146.40,146.40,146.40,146.40,146.40,154.10,25,1359,198957.00,
524412,AAREY DRUGS ,B ,Q,17.20,17.20,17.20,17.20,17.20,18.10,11,509,8754.00,
524348,AARTI DRUGS ,B ,Q,170.00,175.00,167.45,167.45,167.45,186.05,61,3926,660914.00,
524208,AARTI INDUST,B ,Q,86.00,86.95,82.55,83.65,85.50,87.55,226,15785,1331134.00,
514274,AARVEE DENIM,B ,Q,37.00,37.00,33.25,33.70,33.70,35.15,87,8150,286047.00,
531731,AARYAGLOBL  ,T ,Q,9.90,10.09,9.41,9.98,9.98,9.90,270,239741,2403021.00,
519319,AASHEE      ,T ,Q,1.13,1.17,1.13,1.17,1.17,1.15,2,214,250.00,
523204,ABAN OFFSHO ,B ,Q,265.05,267.85,255.15,257.30,257.30,261.90,2215,57875,15184231.00,
500002,ABB LTD.    ,A ,Q,517.95,517.95,487.50,493.85,493.85,509.05,795,8006,4042162.00,
500488,ABBOTT (I)  ,B ,Q,1345.00,1348.00,1306.00,1333.00,1348.00,1324.40,129,1089,1444857.00,
513119,ABC GAS INT ,T ,Q,7.08,7.08,6.73,6.73,6.73,7.08,5,250,1735.00,
520123,ABC INDIA   ,B ,Q,145.00,148.90,140.00,145.70,140.00,140.50,180,86769,12611657.00,
500057,ABCIL       ,B ,Q,74.00,79.00,74.00,77.80,75.20,78.00,17,5455,419252.00,
