SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
934856,0IIFL18     ,F ,D,1020.00,1025.00,1015.00,1015.00,1015.00,1014.00,6,295,299952.00,
934844,0MFL17      ,F ,D,1130.00,1130.00,1121.00,1125.00,1125.00,1125.00,6,195,219060.00,
934873,0MFL18      ,F ,D,1015.00,1015.00,1002.00,1002.43,1002.00,1020.00,4,116,116847.00,
934847,1050TCFS14  ,F ,D,1090.00,1090.20,1090.00,1090.00,1090.00,1090.00,26,241,262692.00,
934848,1050TCFS14A ,F ,D,1531.51,1531.51,1531.51,1531.51,1531.51,1536.00,1,1,1531.00,
934857,1060SCUF15A ,F ,D,1010.51,1010.80,1010.51,1010.80,1010.80,1047.99,2,6,6064.00,
934858,1075SCUF17B ,F ,D,1025.00,1025.00,1025.00,1025.00,1025.00,1025.00,2,50,51250.00,
934869,1150MFL14   ,F ,D,1029.95,1040.00,1019.00,1019.00,1019.00,1029.95,7,151,154639.00,
934870,1175MFL15   ,F ,D,1049.99,1049.99,1049.99,1049.99,1049.99,989.00,1,10,10499.00,
934854,1275IIFL18  ,F ,D,1001.99,1002.25,1001.85,1002.06,1002.06,1001.86,24,1153,1155347.00,
934855,1275IIFL18A ,F ,D,1021.00,1021.00,1011.25,1012.78,1012.00,1040.00,10,102,103551.00,
934841,1300MFL14   ,F ,D,1085.10,1101.10,1085.10,1100.00,1100.00,1080.01,14,490,538346.00,
934843,1325MFL17   ,F ,D,1134.99,1135.00,1130.00,1130.00,1130.00,1135.00,3,100,113249.00,
533022,20 MICRONS  ,B ,Q,69.15,70.60,68.50,68.75,68.75,68.80,801,283563,19643599.00,
526921,21ST CEN.MGM,T ,Q,4.05,4.20,4.05,4.15,4.15,4.00,14,2426,10097.00,
532628,3I INFOTECH ,T ,Q,7.87,8.18,7.70,8.04,8.04,7.87,834,310018,2495777.00,
523395,3M INDIA LTD,B ,Q,3950.00,3998.75,3912.30,3940.25,3978.00,3953.00,28,86,342001.00,
961752,719IIFCL23  ,F ,B,992.60,1008.00,990.00,1008.00,1008.00,991.25,5,30,29886.00,
961750,719PFC2023  ,F ,B,990.02,990.02,990.02,990.02,990.02,990.00,1,5,4950.00,
961751,736PFC2028  ,F ,B,992.50,995.00,992.00,995.00,995.00,995.00,12,1032,1024503.00,
961749,738REC27TF  ,F ,B,1000.00,1000.00,1000.00,1000.00,1000.00,1001.00,1,50,50000.00,
961743,793REC22    ,F ,B,1066.50,1066.50,1066.50,1066.50,1066.50,1077.23,1,30,31995.00,
590116,7SEAS TECH  ,B ,Q,13.30,14.00,12.00,14.00,14.00,13.50,52,8003,103907.00,
